,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,label_enc
4041,6,55,1,100,150,29.41,1099.29,44.15,3053868,cinnamon,2
4042,4,54,3,100,150,27.55,1093.48,45.41,698499,cinnamon,2
4043,1,52,8,320,150,28.96,1019.7,37.46,67439,cinnamon,2
4044,5,50,9,320,150,28.96,1101.87,42.97,62822,cinnamon,2
4045,8,51,1,100,150,29.79,1000.79,32.78,3208146,cinnamon,2
4046,3,53,6,200,150,28.18,1023.8,48.0,143017,cinnamon,2
4047,2,54,4,200,150,28.24,1096.53,47.48,112256,cinnamon,2
4048,7,55,7,320,150,30.12,1053.88,39.67,48864,cinnamon,2
4049,6,55,2,100,150,29.39,1099.29,44.08,2522944,cinnamon,2
4050,4,54,4,200,150,27.52,1093.48,45.47,89604,cinnamon,2
4051,1,52,9,320,150,28.99,1019.69,37.35,72052,cinnamon,2
4052,5,51,0,320,150,28.99,1101.87,43.0,66082,cinnamon,2
4053,3,53,7,320,150,28.19,1023.79,47.95,43390,cinnamon,2
4054,8,51,2,100,150,29.77,1000.79,32.7,2765699,cinnamon,2
4055,2,54,5,200,150,28.25,1096.52,47.5,94170,cinnamon,2
4056,7,55,8,320,150,30.15,1053.89,39.61,56763,cinnamon,2
4057,6,55,3,100,150,29.37,1099.29,44.11,2241313,cinnamon,2
4058,4,54,5,200,150,27.53,1093.48,45.36,74766,cinnamon,2
4059,1,53,0,320,150,29.01,1019.69,37.36,75561,cinnamon,2
4060,2,54,6,200,150,28.26,1096.53,47.59,81477,cinnamon,2
4061,3,53,8,320,150,28.22,1023.79,47.96,52502,cinnamon,2
4062,8,51,3,100,150,29.75,1000.8,32.72,2509035,cinnamon,2
4063,7,55,9,320,150,30.18,1053.89,39.59,61642,cinnamon,2
4064,6,55,4,200,150,29.34,1099.31,44.14,166126,cinnamon,2
4065,4,54,6,200,150,27.53,1093.48,45.37,65928,cinnamon,2
4066,1,53,1,100,150,29.03,1019.68,37.34,4413793,cinnamon,2
4067,2,54,7,320,150,28.27,1096.53,47.47,29705,cinnamon,2
4068,5,51,2,100,150,29.0,1101.89,42.94,3303226,cinnamon,2
4069,3,53,9,320,150,28.25,1023.79,47.93,58037,cinnamon,2
4070,7,56,0,320,150,30.21,1053.9,39.57,64975,cinnamon,2
4071,8,51,4,200,150,29.72,1000.81,32.72,213156,cinnamon,2
4072,6,55,5,200,150,29.35,1099.31,44.14,144837,cinnamon,2
4073,4,54,7,320,150,27.55,1093.48,45.43,26562,cinnamon,2
4074,1,53,2,100,150,29.01,1019.69,37.31,3757798,cinnamon,2
4075,2,54,8,320,150,28.3,1096.52,47.39,36364,cinnamon,2
4076,3,54,0,320,150,28.28,1023.79,47.89,61553,cinnamon,2
4077,7,56,1,100,150,30.24,1053.9,39.56,4242362,cinnamon,2
4078,5,51,3,100,150,28.97,1101.89,42.92,2947823,cinnamon,2
4079,8,51,5,200,150,29.73,1000.81,32.73,192590,cinnamon,2
4080,6,55,6,200,150,29.36,1099.31,44.13,130746,cinnamon,2
4081,4,54,8,320,150,27.57,1093.48,45.42,31976,cinnamon,2
4082,1,53,3,100,150,28.99,1019.69,37.23,3425465,cinnamon,2
4083,2,54,9,320,150,28.33,1096.54,47.44,41052,cinnamon,2
4084,7,56,2,100,150,30.22,1053.9,39.58,3547856,cinnamon,2
4085,3,54,1,100,150,28.31,1023.78,47.88,2979993,cinnamon,2
4086,5,51,4,200,150,28.95,1101.88,42.93,251659,cinnamon,2
4087,6,55,7,320,150,29.37,1099.3,44.05,38462,cinnamon,2
4088,8,51,6,200,150,29.74,1000.81,32.72,176613,cinnamon,2
4089,4,54,9,320,150,27.61,1093.48,45.4,35965,cinnamon,2
4090,1,53,4,200,150,28.97,1019.69,37.31,288207,cinnamon,2
4091,7,56,3,100,150,30.19,1053.9,39.47,3169052,cinnamon,2
4092,2,55,0,320,150,28.36,1096.55,47.42,44337,cinnamon,2
4093,3,54,2,100,150,28.29,1023.79,47.91,2454900,cinnamon,2
4094,5,51,5,200,150,28.95,1101.88,42.96,225402,cinnamon,2
4095,6,55,8,320,150,29.39,1099.3,44.13,46410,cinnamon,2
4096,8,51,7,320,150,29.75,1000.81,32.75,42738,cinnamon,2
4097,4,55,0,320,150,27.64,1093.49,45.38,38989,cinnamon,2
4098,1,53,5,200,150,28.97,1019.69,37.33,270399,cinnamon,2
4099,7,56,4,200,150,30.16,1053.91,39.51,231674,cinnamon,2
4100,3,54,3,100,150,28.26,1023.79,47.72,2176987,cinnamon,2
4101,6,55,9,320,150,29.43,1099.29,44.1,51644,cinnamon,2
4102,5,51,6,200,150,28.96,1101.88,42.93,207834,cinnamon,2
4103,8,51,8,320,150,29.78,1000.81,32.69,49805,cinnamon,2
4104,4,55,1,100,150,27.66,1093.49,45.34,917357,cinnamon,2
4105,1,53,6,200,150,28.98,1019.69,37.32,256385,cinnamon,2
4106,7,56,5,200,150,30.16,1053.9,39.74,207834,cinnamon,2
4107,2,55,2,100,150,28.36,1096.56,47.4,1059767,cinnamon,2
4108,3,54,4,200,150,28.23,1023.8,47.84,182857,cinnamon,2
4109,6,56,0,320,150,29.45,1099.3,44.06,54654,cinnamon,2
4110,5,51,7,320,150,28.97,1101.88,42.93,48808,cinnamon,2
4111,4,55,2,100,150,27.65,1093.49,45.31,793645,cinnamon,2
4112,8,51,9,320,150,29.81,1000.81,32.73,54100,cinnamon,2
4113,1,53,7,320,150,29.0,1019.69,37.14,59287,cinnamon,2
4114,7,56,6,200,150,30.17,1053.89,39.51,191832,cinnamon,2
4115,2,55,3,100,150,28.33,1096.56,47.29,996351,cinnamon,2
4116,3,54,5,200,150,28.24,1023.81,47.85,157538,cinnamon,2
4117,6,56,1,100,150,29.48,1099.31,44.05,3095409,cinnamon,2
4118,4,55,3,100,150,27.62,1093.48,45.34,696362,cinnamon,2
4119,5,51,8,320,150,29.0,1101.89,42.92,57066,cinnamon,2
4120,8,52,0,320,150,29.83,1000.82,32.6,56952,cinnamon,2
4121,1,53,8,320,150,29.02,1019.69,37.29,67333,cinnamon,2
4122,7,56,7,320,150,30.18,1053.89,39.52,48558,cinnamon,2
4123,2,55,4,200,150,28.31,1096.56,47.14,111159,cinnamon,2
4124,3,54,6,200,150,28.24,1023.79,48.03,142897,cinnamon,2
4125,6,56,2,100,150,29.46,1099.31,44.21,2499848,cinnamon,2
4126,4,55,4,200,150,27.59,1093.48,45.32,88951,cinnamon,2
4127,5,51,9,320,150,29.04,1101.9,42.87,62776,cinnamon,2
4128,8,52,1,100,150,29.86,1000.82,32.63,3211919,cinnamon,2
4129,1,53,9,320,150,29.05,1019.69,37.41,71870,cinnamon,2
4130,7,56,8,320,150,30.21,1053.88,39.5,56952,cinnamon,2
4131,2,55,5,200,150,28.31,1096.56,47.4,93962,cinnamon,2
4132,3,54,7,320,150,28.26,1023.79,47.83,43567,cinnamon,2
4133,6,56,3,100,150,29.43,1099.31,43.99,2237640,cinnamon,2
4134,4,55,5,200,150,27.59,1093.49,45.31,74117,cinnamon,2
4135,5,52,0,320,150,29.07,1101.9,42.87,66338,cinnamon,2
4136,8,52,2,100,150,29.84,1000.82,32.6,2779776,cinnamon,2
4137,1,54,0,320,150,29.07,1019.69,37.19,75494,cinnamon,2
4138,7,56,9,320,150,30.25,1053.89,39.41,61955,cinnamon,2
4139,6,56,4,200,150,29.41,1099.31,44.02,165964,cinnamon,2
4140,3,54,8,320,150,28.29,1023.79,47.83,52567,cinnamon,2
4141,5,52,1,100,150,29.09,1101.89,42.83,3786457,cinnamon,2
4142,8,52,3,100,150,29.82,1000.82,32.55,2502138,cinnamon,2
4143,1,54,1,100,150,29.1,1019.7,37.13,4438906,cinnamon,2
4144,7,57,0,320,150,30.27,1053.89,39.51,65123,cinnamon,2
4145,2,55,7,320,150,28.33,1096.55,47.29,29541,cinnamon,2
4146,6,56,5,200,150,29.41,1099.31,44.06,144715,cinnamon,2
4147,3,54,9,320,150,28.32,1023.79,47.83,57840,cinnamon,2
4148,4,55,7,320,150,27.61,1093.49,45.3,26348,cinnamon,2
4149,5,52,2,100,150,29.07,1101.89,42.77,3301229,cinnamon,2
4150,8,52,4,200,150,29.8,1000.83,32.69,212757,cinnamon,2
4151,7,57,1,100,150,30.3,1053.89,39.44,4413793,cinnamon,2
4152,1,54,2,100,150,29.08,1019.7,37.19,3762977,cinnamon,2
4153,2,55,8,320,150,28.36,1096.55,47.41,36209,cinnamon,2
4154,6,56,6,200,150,29.42,1099.31,44.03,130546,cinnamon,2
4155,3,55,0,320,150,28.35,1023.79,47.77,61731,cinnamon,2
4156,4,55,8,320,150,27.64,1093.49,45.29,31785,cinnamon,2
4157,5,52,3,100,150,29.05,1101.89,42.88,2973503,cinnamon,2
4158,7,57,2,100,150,30.28,1053.89,39.41,3573392,cinnamon,2
4159,1,54,3,100,150,29.05,1019.69,37.2,3425465,cinnamon,2
4160,2,55,9,320,150,28.39,1096.57,47.33,41052,cinnamon,2
4161,6,56,7,320,150,29.43,1099.31,44.06,38358,cinnamon,2
4162,3,55,1,100,150,28.37,1023.79,47.74,2986511,cinnamon,2
4163,4,55,9,320,150,27.67,1093.5,45.3,35996,cinnamon,2
4164,7,57,3,100,150,30.25,1053.89,39.4,3170892,cinnamon,2
4165,5,52,4,200,150,29.02,1101.88,42.81,251103,cinnamon,2
4166,8,52,6,200,150,29.81,1000.82,32.61,176248,cinnamon,2
4167,2,56,0,320,150,28.42,1096.58,47.3,44245,cinnamon,2
4168,6,56,8,320,150,29.46,1099.31,43.9,45961,cinnamon,2
4169,3,55,2,100,150,28.35,1023.79,47.72,2430861,cinnamon,2
4170,4,56,0,320,150,27.7,1093.49,45.31,38989,cinnamon,2
4171,7,57,4,200,150,30.22,1053.91,39.4,231517,cinnamon,2
4172,5,52,5,200,150,29.03,1101.87,42.81,225849,cinnamon,2
4173,1,54,5,200,150,29.04,1019.7,37.22,270185,cinnamon,2
4174,8,52,7,320,150,29.82,1000.82,32.61,42652,cinnamon,2
4175,2,56,1,100,150,28.45,1096.58,47.21,1275615,cinnamon,2
4176,6,56,9,320,150,29.49,1099.31,43.99,51832,cinnamon,2
4177,3,55,3,100,150,28.33,1023.79,47.88,2183951,cinnamon,2
4178,4,56,1,100,150,27.73,1093.49,45.24,912453,cinnamon,2
4179,7,57,5,200,150,30.22,1053.92,39.47,210917,cinnamon,2
4180,5,52,6,200,150,29.04,1101.88,42.74,207834,cinnamon,2
4181,1,54,6,200,150,29.05,1019.7,37.28,257157,cinnamon,2
4182,2,56,2,100,150,28.43,1096.57,47.25,1058945,cinnamon,2
4183,8,52,8,320,150,29.85,1000.82,32.61,49805,cinnamon,2
4184,6,57,0,320,150,29.52,1099.31,44.05,55220,cinnamon,2
4185,3,55,4,200,150,28.3,1023.79,47.72,181689,cinnamon,2
4186,4,56,2,100,150,27.71,1093.49,45.2,773414,cinnamon,2
4187,7,57,6,200,150,30.23,1053.91,39.38,191509,cinnamon,2
4188,1,54,7,320,150,29.06,1019.7,37.26,59246,cinnamon,2
4189,2,56,3,100,150,28.4,1096.56,47.27,957233,cinnamon,2
4190,5,52,7,320,150,29.05,1101.88,42.8,48421,cinnamon,2
4191,6,57,1,100,150,29.55,1099.32,44.01,3053868,cinnamon,2
4192,8,52,9,320,150,29.88,1000.82,32.58,53861,cinnamon,2
4193,3,55,5,200,150,28.3,1023.79,47.72,157976,cinnamon,2
4194,4,56,3,100,150,27.68,1093.49,45.34,697785,cinnamon,2
4195,7,57,7,320,150,30.25,1053.9,39.39,48697,cinnamon,2
4196,2,56,4,200,150,28.37,1096.55,47.26,110871,cinnamon,2
4197,1,54,8,320,150,29.09,1019.7,37.19,66545,cinnamon,2
4198,5,52,8,320,150,29.08,1101.9,42.81,57412,cinnamon,2
4199,8,53,0,320,150,29.9,1000.83,32.49,56990,cinnamon,2
4200,3,55,6,200,150,28.31,1023.8,47.82,142777,cinnamon,2
4201,4,56,4,200,150,27.65,1093.49,45.23,88215,cinnamon,2
4202,7,57,8,320,150,30.28,1053.91,39.39,57105,cinnamon,2
4203,2,56,5,200,150,28.37,1096.56,47.27,92419,cinnamon,2
4204,6,57,3,100,150,29.5,1099.32,43.83,2228509,cinnamon,2
4205,1,54,9,320,150,29.11,1019.69,37.18,72235,cinnamon,2
4206,5,52,9,320,150,29.11,1101.9,42.79,63335,cinnamon,2
4207,8,53,1,100,150,29.93,1000.82,32.54,3225197,cinnamon,2
4208,3,55,7,320,150,28.32,1023.79,47.72,43390,cinnamon,2
4209,4,56,5,200,150,27.66,1093.49,45.37,74053,cinnamon,2
4210,7,57,9,320,150,30.31,1053.91,39.37,62181,cinnamon,2
4211,6,57,4,200,150,29.47,1099.32,43.9,166126,cinnamon,2
4212,2,56,6,200,150,28.38,1096.56,47.28,81477,cinnamon,2
4213,1,55,0,320,150,29.14,1019.7,37.14,75695,cinnamon,2
4214,5,53,0,320,150,29.14,1101.9,42.7,66390,cinnamon,2
4215,8,53,2,100,150,29.91,1000.82,32.5,2768503,cinnamon,2
4216,3,55,8,320,150,28.35,1023.79,47.72,52373,cinnamon,2
4217,7,58,0,320,150,30.34,1053.92,39.38,64876,cinnamon,2
4218,6,57,5,200,150,29.48,1099.31,43.95,144592,cinnamon,2
4219,2,56,7,320,150,28.39,1096.55,47.28,29623,cinnamon,2
4220,1,55,1,100,150,29.16,1019.7,37.11,4793447,cinnamon,2
4221,5,53,1,100,150,29.16,1101.9,42.78,3807576,cinnamon,2
4222,3,55,9,320,150,28.38,1023.8,47.68,58076,cinnamon,2
4223,8,53,3,100,150,29.89,1000.82,32.64,2495279,cinnamon,2
4224,4,56,7,320,150,27.68,1093.49,45.25,26267,cinnamon,2
4225,7,58,1,100,150,30.37,1053.92,39.54,4225948,cinnamon,2
4226,6,57,6,200,150,29.49,1099.31,43.91,131349,cinnamon,2
4227,2,56,8,320,150,28.42,1096.55,47.36,36117,cinnamon,2
4228,1,55,2,100,150,29.14,1019.7,37.1,3804923,cinnamon,2
4229,3,56,0,320,150,28.41,1023.8,47.67,61553,cinnamon,2
4230,5,53,2,100,150,29.15,1101.9,42.54,3311237,cinnamon,2
4231,8,53,4,200,150,29.86,1000.82,32.5,215443,cinnamon,2
4232,4,56,8,320,150,27.71,1093.49,45.23,31738,cinnamon,2
4233,7,58,2,100,150,30.35,1053.92,39.43,3575731,cinnamon,2
4234,6,57,7,320,150,29.5,1099.31,43.87,38186,cinnamon,2
4235,2,56,9,320,150,28.46,1096.56,47.17,40700,cinnamon,2
4236,1,55,3,100,150,29.11,1019.7,37.07,3440571,cinnamon,2
4237,3,56,1,100,150,28.44,1023.81,47.68,2989781,cinnamon,2
4238,4,56,9,320,150,27.74,1093.48,45.36,36026,cinnamon,2
4239,8,53,5,200,150,29.87,1000.81,32.65,191832,cinnamon,2
4240,7,58,3,100,150,30.32,1053.92,39.3,3196878,cinnamon,2
4241,6,57,8,320,150,29.53,1099.33,43.9,46259,cinnamon,2
4242,2,57,0,320,150,28.48,1096.57,47.24,43971,cinnamon,2
4243,1,55,4,200,150,29.09,1019.7,37.18,289921,cinnamon,2
4244,3,56,2,100,150,28.42,1023.81,47.59,2465984,cinnamon,2
4245,4,57,0,320,150,27.77,1093.48,45.13,38918,cinnamon,2
4246,5,53,4,200,150,29.1,1101.89,42.68,251659,cinnamon,2
4247,8,53,6,200,150,29.88,1000.82,32.47,176248,cinnamon,2
4248,6,57,9,320,150,29.56,1099.33,44.0,51644,cinnamon,2
4249,2,57,1,100,150,28.51,1096.57,47.21,1256827,cinnamon,2
4250,1,55,5,200,150,29.1,1019.7,37.11,270613,cinnamon,2
4251,4,57,1,100,150,27.8,1093.48,45.13,917357,cinnamon,2
4252,7,58,5,200,150,30.29,1053.92,39.42,206577,cinnamon,2
4253,5,53,5,200,150,29.1,1101.9,42.7,224660,cinnamon,2
4254,8,53,7,320,150,29.89,1000.82,32.52,42567,cinnamon,2
4255,6,58,0,320,150,29.59,1099.33,43.8,55256,cinnamon,2
4256,2,57,2,100,150,28.49,1096.57,47.14,1058945,cinnamon,2
4257,1,55,6,200,150,29.11,1019.7,37.12,256385,cinnamon,2
4258,3,56,4,200,150,28.36,1023.79,47.53,181496,cinnamon,2
4259,5,53,6,200,150,29.11,1101.91,42.64,207582,cinnamon,2
4260,8,53,8,320,150,29.91,1000.82,32.59,49805,cinnamon,2
4261,6,58,1,100,150,29.62,1099.34,43.66,3090155,cinnamon,2
4262,2,57,3,100,150,28.46,1096.56,47.14,986275,cinnamon,2
4263,1,55,7,320,150,29.12,1019.7,37.22,59535,cinnamon,2
4264,3,56,5,200,150,28.36,1023.79,47.64,158122,cinnamon,2
4265,4,57,3,100,150,27.75,1093.49,45.08,697785,cinnamon,2
4266,7,58,7,320,150,30.31,1053.92,39.39,48697,cinnamon,2
4267,5,53,7,320,150,29.12,1101.91,42.67,48697,cinnamon,2
4268,8,53,9,320,150,29.94,1000.83,32.48,54031,cinnamon,2
4269,6,58,2,100,150,29.6,1099.33,43.78,2509035,cinnamon,2
4270,2,57,4,200,150,28.43,1096.56,47.13,110799,cinnamon,2
4271,1,55,8,320,150,29.15,1019.7,37.11,67761,cinnamon,2
4272,3,56,6,200,150,28.37,1023.79,47.62,142539,cinnamon,2
4273,7,58,8,320,150,30.34,1053.93,39.39,56990,cinnamon,2
4274,4,57,4,200,150,27.72,1093.5,45.09,88124,cinnamon,2
4275,5,53,8,320,150,29.15,1101.92,42.77,57143,cinnamon,2
4276,8,54,0,320,150,29.97,1000.83,32.43,56838,cinnamon,2
4277,6,58,3,100,150,29.57,1099.33,43.87,2257994,cinnamon,2
4278,2,57,5,200,150,28.43,1096.57,47.19,91921,cinnamon,2
4279,1,55,9,320,150,29.17,1019.7,37.17,72357,cinnamon,2
4280,7,58,9,320,150,30.37,1053.93,39.24,62227,cinnamon,2
4281,3,56,7,320,150,28.38,1023.79,47.62,43346,cinnamon,2
4282,4,57,5,200,150,27.72,1093.5,45.25,73796,cinnamon,2
4283,5,53,9,320,150,29.18,1101.92,42.68,62822,cinnamon,2
4284,8,54,1,100,150,29.99,1000.83,32.42,3230921,cinnamon,2
4285,6,58,4,200,150,29.54,1099.33,43.78,165161,cinnamon,2
4286,2,57,6,200,150,28.44,1096.57,47.17,81090,cinnamon,2
4287,7,59,0,320,150,30.4,1053.93,39.24,65024,cinnamon,2
4288,1,56,0,320,150,29.2,1019.7,37.06,76168,cinnamon,2
4289,3,56,8,320,150,28.41,1023.79,47.6,52567,cinnamon,2
4290,4,57,6,200,150,27.73,1093.5,45.12,65473,cinnamon,2
4291,6,58,5,200,150,29.54,1099.33,43.84,144225,cinnamon,2
4292,5,54,0,320,150,29.21,1101.93,42.67,66287,cinnamon,2
4293,8,54,2,100,150,29.98,1000.83,32.42,2782609,cinnamon,2
4294,2,57,7,320,150,28.46,1096.58,47.11,29419,cinnamon,2
4295,7,59,1,100,150,30.43,1053.93,39.19,4262227,cinnamon,2
4296,1,56,1,100,150,29.22,1019.7,37.09,4493692,cinnamon,2
4297,3,56,9,320,150,28.45,1023.79,47.58,57958,cinnamon,2
4298,4,57,7,320,150,27.74,1093.51,45.11,26430,cinnamon,2
4299,6,58,6,200,150,29.55,1099.33,43.76,130546,cinnamon,2
4300,8,54,3,100,150,29.96,1000.83,32.41,2513655,cinnamon,2
4301,2,57,8,320,150,28.48,1096.58,47.2,36087,cinnamon,2
4302,7,59,2,100,150,30.41,1053.93,39.26,3613586,cinnamon,2
4303,1,56,2,100,150,29.2,1019.69,37.0,3773376,cinnamon,2
4304,4,57,8,320,150,27.77,1093.5,45.08,31667,cinnamon,2
4305,3,57,0,320,150,28.48,1023.79,47.49,62363,cinnamon,2
4306,6,58,7,320,150,29.57,1099.33,43.79,38220,cinnamon,2
4307,5,54,2,100,150,29.22,1101.91,42.58,3293266,cinnamon,2
4308,8,54,4,200,150,29.93,1000.83,32.44,212360,cinnamon,2
4309,2,57,9,320,150,28.52,1096.58,47.12,40738,cinnamon,2
4310,7,59,3,100,150,30.38,1053.92,39.18,3200625,cinnamon,2
4311,4,57,9,320,150,27.8,1093.5,45.06,35784,cinnamon,2
4312,1,56,3,100,150,29.17,1019.7,36.98,3419032,cinnamon,2
4313,3,57,1,100,150,28.5,1023.8,47.52,3132696,cinnamon,2
4314,6,58,8,320,150,29.6,1099.33,43.85,46310,cinnamon,2
4315,2,58,0,320,150,28.54,1096.59,47.09,44062,cinnamon,2
4316,5,54,3,100,150,29.19,1101.91,42.62,3123737,cinnamon,2
4317,7,59,4,200,150,30.35,1053.91,39.13,231832,cinnamon,2
4318,4,58,0,320,150,27.83,1093.5,45.11,39132,cinnamon,2
4319,3,57,2,100,150,28.48,1023.8,47.5,2450494,cinnamon,2
4320,6,58,9,320,150,29.63,1099.33,43.73,51895,cinnamon,2
4321,2,58,1,100,150,28.57,1096.59,47.08,1246500,cinnamon,2
4322,8,54,6,200,150,29.94,1000.82,32.42,176248,cinnamon,2
4323,5,54,4,200,150,29.17,1101.91,42.57,253152,cinnamon,2
4324,7,59,5,200,150,30.35,1053.91,39.21,207329,cinnamon,2
4325,4,58,1,100,150,27.86,1093.49,44.99,933668,cinnamon,2
4326,3,57,3,100,150,28.45,1023.79,47.5,2178724,cinnamon,2
4327,1,56,5,200,150,29.16,1019.69,37.3,270185,cinnamon,2
4328,6,59,0,320,150,29.66,1099.33,43.76,54619,cinnamon,2
4329,2,58,2,100,150,28.55,1096.59,47.04,1053227,cinnamon,2
4330,8,54,7,320,150,29.96,1000.82,32.39,42567,cinnamon,2
4331,5,54,5,200,150,29.17,1101.92,42.64,226749,cinnamon,2
4332,7,59,6,200,150,30.36,1053.91,39.23,192916,cinnamon,2
4333,4,58,2,100,150,27.84,1093.51,44.99,797353,cinnamon,2
4334,3,57,4,200,150,28.42,1023.8,47.48,181111,cinnamon,2
4335,1,56,6,200,150,29.17,1019.7,37.01,256770,cinnamon,2
4336,6,59,1,100,150,29.68,1099.33,43.74,3071040,cinnamon,2
4337,2,58,3,100,150,28.52,1096.59,47.05,958577,cinnamon,2
4338,7,59,7,320,150,30.37,1053.91,39.24,49033,cinnamon,2
4339,8,54,8,320,150,29.98,1000.81,32.42,49632,cinnamon,2
4340,5,54,6,200,150,29.18,1101.92,42.59,208088,cinnamon,2
4341,4,58,3,100,150,27.81,1093.5,44.98,692126,cinnamon,2
4342,3,57,5,200,150,28.43,1023.8,47.51,157103,cinnamon,2
4343,1,56,7,320,150,29.18,1019.7,37.08,59122,cinnamon,2
4344,6,59,2,100,150,29.66,1099.33,43.69,2539368,cinnamon,2
4345,2,58,4,200,150,28.49,1096.58,46.98,110084,cinnamon,2
4346,7,59,8,320,150,30.4,1053.9,39.26,57489,cinnamon,2
4347,8,54,9,320,150,30.01,1000.82,32.37,54134,cinnamon,2
4348,5,54,7,320,150,29.19,1101.91,42.56,48641,cinnamon,2
4349,3,57,6,200,150,28.44,1023.8,47.64,142658,cinnamon,2
4350,1,56,8,320,150,29.21,1019.69,37.04,67386,cinnamon,2
4351,6,59,3,100,150,29.63,1099.33,43.65,2243155,cinnamon,2
4352,2,58,5,200,150,28.49,1096.59,47.04,90845,cinnamon,2
4353,7,59,9,320,150,30.43,1053.91,39.24,62272,cinnamon,2
4354,8,55,0,320,150,30.04,1000.82,32.37,56838,cinnamon,2
4355,5,54,8,320,150,29.22,1101.92,42.71,57066,cinnamon,2
4356,4,58,5,200,150,27.78,1093.5,44.91,73606,cinnamon,2
4357,3,57,7,320,150,28.45,1023.8,47.5,43701,cinnamon,2
4358,1,56,9,320,150,29.24,1019.69,36.79,72113,cinnamon,2
4359,6,59,4,200,150,29.61,1099.33,43.55,165803,cinnamon,2
4360,2,58,6,200,150,28.5,1096.58,47.03,80326,cinnamon,2
4361,7,60,0,320,150,30.46,1053.92,39.17,64975,cinnamon,2
4362,4,58,6,200,150,27.79,1093.5,45.02,65323,cinnamon,2
4363,8,55,1,100,150,30.06,1000.82,32.33,3250149,cinnamon,2
4364,5,54,9,320,150,29.25,1101.91,42.59,62730,cinnamon,2
4365,3,57,8,320,150,28.48,1023.79,47.54,53024,cinnamon,2
4366,1,57,0,320,150,29.26,1019.7,36.95,75561,cinnamon,2
4367,6,59,5,200,150,29.61,1099.33,43.58,143739,cinnamon,2
4368,2,58,7,320,150,28.52,1096.58,47.06,29398,cinnamon,2
4369,7,60,1,100,150,30.49,1053.93,39.13,4326380,cinnamon,2
4370,4,58,7,320,150,27.8,1093.49,45.02,26251,cinnamon,2
4371,8,55,2,100,150,30.04,1000.82,32.21,2796859,cinnamon,2
4372,5,55,0,320,150,29.28,1101.92,42.58,66442,cinnamon,2
4373,3,57,9,320,150,28.51,1023.79,47.49,58474,cinnamon,2
4374,6,59,6,200,150,29.62,1099.32,43.7,130846,cinnamon,2
4375,2,58,8,320,150,28.54,1096.58,47.07,35814,cinnamon,2
4376,7,60,2,100,150,30.47,1053.92,39.12,3606428,cinnamon,2
4377,4,58,8,320,150,27.83,1093.49,45.02,31597,cinnamon,2
4378,8,55,3,100,150,30.02,1000.82,32.29,2525278,cinnamon,2
4379,3,58,0,320,150,28.54,1023.8,47.43,61288,cinnamon,2
4380,5,55,1,100,150,29.3,1101.93,42.47,3818224,cinnamon,2
4381,6,59,7,320,150,29.63,1099.33,43.68,38186,cinnamon,2
4382,1,57,2,100,150,29.26,1019.7,36.84,3842402,cinnamon,2
4383,2,58,9,320,150,28.57,1096.59,47.03,40777,cinnamon,2
4384,7,60,3,100,150,30.44,1053.91,39.13,3191274,cinnamon,2
4385,4,58,9,320,150,27.86,1093.48,44.96,35724,cinnamon,2
4386,8,55,4,200,150,30.0,1000.82,32.28,212757,cinnamon,2
4387,3,58,1,100,150,28.56,1023.81,47.4,2989781,cinnamon,2
4388,5,55,2,100,150,29.28,1101.92,42.44,3305225,cinnamon,2
4389,6,59,8,320,150,29.66,1099.34,43.66,45961,cinnamon,2
4390,1,57,3,100,150,29.24,1019.69,36.89,3529513,cinnamon,2
4391,2,59,0,320,150,28.6,1096.59,47.01,44108,cinnamon,2
4392,7,60,4,200,150,30.41,1053.91,39.24,231832,cinnamon,2
4393,4,59,0,320,150,27.89,1093.48,44.92,38989,cinnamon,2
4394,3,58,2,100,150,28.54,1023.81,47.27,2459322,cinnamon,2
4395,6,59,9,320,150,29.69,1099.34,43.65,51959,cinnamon,2
4396,8,55,5,200,150,30.0,1000.83,32.36,193573,cinnamon,2
4397,5,55,3,100,150,29.26,1101.92,42.54,3138096,cinnamon,2
4398,1,57,4,200,150,29.21,1019.69,36.93,290167,cinnamon,2
4399,2,59,1,100,150,28.63,1096.58,46.93,1244228,cinnamon,2
4400,7,60,5,200,150,30.41,1053.91,39.07,207204,cinnamon,2
4401,4,59,1,100,150,27.92,1093.48,44.96,938804,cinnamon,2
4402,6,60,0,320,150,29.72,1099.34,43.57,54900,cinnamon,2
4403,3,58,3,100,150,28.51,1023.81,47.39,2189204,cinnamon,2
4404,5,55,4,200,150,29.24,1101.92,42.46,252590,cinnamon,2
4405,1,57,5,200,150,29.22,1019.7,36.95,271907,cinnamon,2
4406,7,60,6,200,150,30.42,1053.91,39.07,190654,cinnamon,2
4407,2,59,2,100,150,28.61,1096.58,46.92,1055670,cinnamon,2
4408,4,59,2,100,150,27.9,1093.47,44.95,792723,cinnamon,2
4409,6,60,1,100,150,29.75,1099.34,43.59,3084918,cinnamon,2
4410,3,58,4,200,150,28.49,1023.8,47.38,182857,cinnamon,2
4411,8,55,7,320,150,30.02,1000.84,32.4,42567,cinnamon,2
4412,1,57,6,200,150,29.23,1019.69,36.93,255044,cinnamon,2
4413,5,55,5,200,150,29.24,1101.92,42.48,224660,cinnamon,2
4414,7,60,7,320,150,30.43,1053.91,39.27,48586,cinnamon,2
