,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,label_enc
20384,1,130,1,100,150,32.18,1020.4,36.03,3747484,basil,1
20385,5,125,5,200,150,31.63,1102.69,42.71,174090,basil,1
20386,7,137,0,320,150,32.57,1054.56,39.78,62363,basil,1
20387,4,133,8,320,150,30.65,1094.19,44.33,21585,basil,1
20388,3,132,0,320,150,31.36,1024.4,46.63,53827,basil,1
20389,6,135,8,320,150,32.08,1100.12,43.71,40934,basil,1
20390,8,125,9,320,150,32.05,1001.43,33.11,53523,basil,1
20391,2,133,9,320,150,31.46,1097.26,46.17,24990,basil,1
20392,1,130,2,100,150,32.15,1020.4,36.03,3195008,basil,1
20393,7,137,1,100,150,32.6,1054.57,39.71,3531796,basil,1
20394,5,125,6,200,150,31.63,1102.69,42.72,160956,basil,1
20395,4,133,9,320,150,30.68,1094.2,44.32,24615,basil,1
20396,3,132,1,100,150,31.38,1024.4,46.65,2428699,basil,1
20397,6,135,9,320,150,32.1,1100.14,43.77,45812,basil,1
20398,8,126,0,320,150,32.08,1001.43,33.1,56276,basil,1
20399,2,134,0,320,150,31.49,1097.27,46.14,27033,basil,1
20400,1,130,3,100,150,32.12,1020.4,35.98,2819966,basil,1
20401,5,125,7,320,150,31.64,1102.69,42.65,43434,basil,1
20402,4,134,0,320,150,30.7,1094.2,44.3,26479,basil,1
20403,3,132,2,100,150,31.35,1024.39,46.61,1943074,basil,1
20404,6,136,0,320,150,32.13,1100.14,43.82,49574,basil,1
20405,8,126,1,100,150,32.1,1001.44,33.0,2885523,basil,1
20406,2,134,1,100,150,31.51,1097.27,46.12,587324,basil,1
20407,7,137,3,100,150,32.54,1054.57,39.69,2497561,basil,1
20408,4,134,1,100,150,30.72,1094.2,44.3,442619,basil,1
20409,5,125,8,320,150,31.66,1102.7,42.69,52729,basil,1
20410,6,136,1,100,150,32.15,1100.14,43.71,2430861,basil,1
20411,3,132,3,100,150,31.32,1024.4,46.66,1697824,basil,1
20412,8,126,2,100,150,32.08,1001.43,32.72,2452695,basil,1
20413,2,134,2,100,150,31.48,1097.27,46.11,492071,basil,1
20414,7,137,4,200,150,32.5,1054.56,39.78,155529,basil,1
20415,1,130,5,200,150,32.1,1020.4,36.15,208469,basil,1
20416,4,134,2,100,150,30.7,1094.21,44.33,361837,basil,1
20417,5,125,9,320,150,31.69,1102.71,42.67,58354,basil,1
20418,3,132,4,200,150,31.29,1024.4,46.66,121270,basil,1
20419,8,126,3,100,150,32.05,1001.43,32.95,2180463,basil,1
20420,2,134,3,100,150,31.45,1097.27,46.12,444927,basil,1
20421,7,137,5,200,150,32.5,1054.56,39.81,139853,basil,1
20422,1,130,6,200,150,32.1,1020.4,36.08,196923,basil,1
20423,4,134,3,100,150,30.67,1094.2,44.06,319501,basil,1
20424,5,126,0,320,150,31.72,1102.7,42.66,62181,basil,1
20425,6,136,3,100,150,32.09,1100.13,43.67,1748933,basil,1
20426,3,132,5,200,150,31.28,1024.39,46.77,106845,basil,1
20427,2,134,4,200,150,31.42,1097.26,46.13,48669,basil,1
20428,8,126,4,200,150,32.02,1001.43,33.01,167102,basil,1
20429,7,137,6,200,150,32.5,1054.56,39.82,127427,basil,1
20430,1,130,7,320,150,32.11,1020.41,36.08,51457,basil,1
20431,4,134,4,200,150,30.63,1094.2,44.27,41531,basil,1
20432,6,136,4,200,150,32.06,1100.13,43.72,115056,basil,1
20433,3,132,6,200,150,31.29,1024.4,46.5,97228,basil,1
20434,2,134,5,200,150,31.42,1097.27,46.46,41572,basil,1
20435,8,126,5,200,150,32.02,1001.43,33.1,147593,basil,1
20436,7,137,7,320,150,32.51,1054.56,39.81,42525,basil,1
20437,1,130,8,320,150,32.13,1020.42,36.07,59369,basil,1
20438,4,134,5,200,150,30.63,1094.2,44.32,35457,basil,1
20439,6,136,5,200,150,32.06,1100.12,43.51,100313,basil,1
20440,3,132,7,320,150,31.3,1024.4,46.68,36994,basil,1
20441,5,126,2,100,150,31.71,1102.71,42.61,2751764,basil,1
20442,2,134,6,200,150,31.42,1097.27,46.48,37714,basil,1
20443,7,137,8,320,150,32.54,1054.57,39.85,52599,basil,1
20444,1,130,9,320,150,32.16,1020.41,35.99,64484,basil,1
20445,4,134,6,200,150,30.64,1094.2,44.32,32120,basil,1
20446,6,136,6,200,150,32.06,1100.13,43.75,90845,basil,1
20447,3,132,8,320,150,31.32,1024.41,46.67,44615,basil,1
20448,5,126,3,100,150,31.68,1102.7,42.6,2697399,basil,1
20449,2,134,7,320,150,31.43,1097.26,46.19,18260,basil,1
20450,7,137,9,320,150,32.57,1054.57,39.81,58076,basil,1
20451,8,126,7,320,150,32.03,1001.44,33.01,40013,basil,1
20452,1,131,0,320,150,32.18,1020.41,36.02,68085,basil,1
20453,4,134,7,320,150,30.64,1094.2,44.29,18228,basil,1
20454,6,136,7,320,150,32.07,1100.14,43.74,33247,basil,1
20455,3,132,9,320,150,31.35,1024.41,46.67,50039,basil,1
20456,5,126,4,200,150,31.65,1102.69,42.66,197379,basil,1
20457,2,134,8,320,150,31.45,1097.26,46.19,21918,basil,1
20458,7,138,0,320,150,32.59,1054.58,39.79,62181,basil,1
20459,8,126,8,320,150,32.05,1001.43,32.99,48202,basil,1
20460,1,131,1,100,150,32.19,1020.42,35.99,3815557,basil,1
20461,4,134,8,320,150,30.66,1094.21,44.25,21585,basil,1
20462,6,136,8,320,150,32.09,1100.14,43.86,40973,basil,1
20463,3,133,0,320,150,31.37,1024.41,46.65,53590,basil,1
20464,5,126,5,200,150,31.65,1102.7,42.58,173736,basil,1
20465,2,134,9,320,150,31.48,1097.26,46.18,24859,basil,1
20466,8,126,9,320,150,32.07,1001.44,32.97,53222,basil,1
20467,1,131,2,100,150,32.17,1020.41,35.99,3181977,basil,1
20468,4,134,9,320,150,30.69,1094.21,44.37,24418,basil,1
20469,6,136,9,320,150,32.12,1100.13,43.72,45812,basil,1
20470,3,133,1,100,150,31.4,1024.41,46.53,2488457,basil,1
20471,5,126,6,200,150,31.65,1102.69,42.66,160200,basil,1
20472,2,135,0,320,150,31.5,1097.27,46.12,27016,basil,1
20473,7,138,2,100,150,32.59,1054.58,39.74,2879438,basil,1
20474,8,127,0,320,150,32.09,1001.43,32.98,56239,basil,1
20475,1,131,3,100,150,32.14,1020.4,35.97,2819966,basil,1
20476,4,135,0,320,150,30.72,1094.21,44.28,26332,basil,1
20477,6,137,0,320,150,32.15,1100.13,43.71,50157,basil,1
20478,3,133,2,100,150,31.37,1024.41,46.6,1945843,basil,1
20479,2,135,1,100,150,31.52,1097.27,46.08,586316,basil,1
20480,7,138,3,100,150,32.55,1054.56,39.72,2515971,basil,1
20481,5,126,7,320,150,31.66,1102.7,42.67,43434,basil,1
20482,4,135,1,100,150,30.74,1094.21,44.26,442619,basil,1
20483,8,127,1,100,150,32.11,1001.43,32.97,2888576,basil,1
20484,1,131,4,200,150,32.11,1020.4,36.01,223776,basil,1
20485,3,133,3,100,150,31.33,1024.41,46.62,1681100,basil,1
20486,7,138,4,200,150,32.52,1054.55,39.76,153019,basil,1
20487,2,135,2,100,150,31.5,1097.27,46.08,494925,basil,1
20488,5,126,8,320,150,31.68,1102.7,42.68,52470,basil,1
20489,4,135,2,100,150,30.71,1094.2,44.22,357292,basil,1
20490,6,137,2,100,150,32.14,1100.13,43.76,1991249,basil,1
20491,1,131,5,200,150,32.11,1020.42,36.05,207708,basil,1
20492,8,127,2,100,150,32.09,1001.43,33.01,2435196,basil,1
20493,3,133,4,200,150,31.3,1024.4,46.64,120926,basil,1
20494,7,138,5,200,150,32.52,1054.56,39.64,138603,basil,1
20495,2,135,3,100,150,31.46,1097.27,46.09,446966,basil,1
20496,5,126,9,320,150,31.71,1102.7,42.65,58474,basil,1
20497,6,137,3,100,150,32.11,1100.13,43.65,1747813,basil,1
20498,1,131,6,200,150,32.12,1020.41,36.05,196696,basil,1
20499,7,138,6,200,150,32.52,1054.55,39.74,127427,basil,1
20500,2,135,4,200,150,31.43,1097.27,46.09,49117,basil,1
20501,5,127,0,320,150,31.74,1102.71,42.62,62272,basil,1
20502,4,135,4,200,150,30.65,1094.2,44.24,41052,basil,1
20503,6,137,4,200,150,32.08,1100.14,43.68,113980,basil,1
20504,1,131,7,320,150,32.13,1020.42,36.05,51769,basil,1
20505,8,127,4,200,150,32.03,1001.42,32.98,163892,basil,1
20506,3,133,6,200,150,31.31,1024.42,46.65,97617,basil,1
20507,7,138,7,320,150,32.53,1054.56,39.78,42695,basil,1
20508,2,135,5,200,150,31.43,1097.27,46.18,41491,basil,1
20509,5,127,1,100,150,31.76,1102.72,42.58,3254022,basil,1
20510,4,135,5,200,150,30.65,1094.2,44.23,35369,basil,1
20511,6,137,5,200,150,32.07,1100.15,43.72,100847,basil,1
20512,1,131,8,320,150,32.15,1020.42,36.06,59576,basil,1
20513,8,127,5,200,150,32.03,1001.43,33.03,147338,basil,1
20514,3,133,7,320,150,31.31,1024.42,46.6,36739,basil,1
20515,7,138,8,320,150,32.55,1054.56,39.82,52470,basil,1
20516,2,135,6,200,150,31.43,1097.27,46.2,37780,basil,1
20517,5,127,2,100,150,31.73,1102.72,42.58,2757321,basil,1
20518,4,135,6,200,150,30.65,1094.21,44.22,32072,basil,1
20519,1,131,9,320,150,32.17,1020.42,35.99,64679,basil,1
20520,8,127,6,200,150,32.04,1001.43,33.0,136825,basil,1
20521,3,133,8,320,150,31.34,1024.42,46.65,44615,basil,1
20522,7,138,9,320,150,32.58,1054.57,39.77,58434,basil,1
20523,2,135,7,320,150,31.44,1097.27,45.96,18291,basil,1
20524,5,127,3,100,150,31.7,1102.71,42.63,2486191,basil,1
20525,6,137,7,320,150,32.09,1100.14,43.7,33143,basil,1
20526,4,135,7,320,150,30.66,1094.22,44.34,18166,basil,1
20527,1,132,0,320,150,32.19,1020.42,36.01,68085,basil,1
20528,7,139,0,320,150,32.61,1054.59,39.74,62409,basil,1
20529,8,127,7,320,150,32.04,1001.43,33.08,40013,basil,1
20530,3,133,9,320,150,31.36,1024.41,46.64,50068,basil,1
20531,2,135,8,320,150,31.46,1097.27,46.11,21850,basil,1
20532,6,137,8,320,150,32.11,1100.14,43.67,40895,basil,1
20533,4,135,8,320,150,30.68,1094.21,44.27,21520,basil,1
20534,5,127,4,200,150,31.67,1102.71,42.69,198411,basil,1
20535,1,132,1,100,150,32.21,1020.42,35.99,3762977,basil,1
20536,7,139,1,100,150,32.63,1054.59,39.72,3557100,basil,1
20537,3,134,0,320,150,31.39,1024.41,46.61,53827,basil,1
20538,8,127,8,320,150,32.06,1001.44,33.0,48120,basil,1
20539,2,135,9,320,150,31.49,1097.27,46.11,24917,basil,1
20540,6,137,9,320,150,32.14,1100.14,43.63,45812,basil,1
20541,4,135,9,320,150,30.7,1094.21,44.28,24418,basil,1
20542,5,127,5,200,150,31.67,1102.7,42.63,173736,basil,1
20543,1,132,2,100,150,32.18,1020.41,35.97,3198751,basil,1
20544,7,139,2,100,150,32.6,1054.58,39.77,2888576,basil,1
20545,3,134,1,100,150,31.41,1024.41,46.54,2435196,basil,1
20546,8,127,9,320,150,32.09,1001.43,32.98,52925,basil,1
20547,2,136,0,320,150,31.51,1097.28,46.09,26930,basil,1
20548,6,138,0,320,150,32.16,1100.15,43.66,49402,basil,1
20549,4,136,0,320,150,30.73,1094.22,44.23,26397,basil,1
20550,5,127,6,200,150,31.67,1102.7,42.64,160502,basil,1
20551,1,132,3,100,150,32.15,1020.41,35.99,2808365,basil,1
20552,7,139,3,100,150,32.57,1054.58,39.73,2532303,basil,1
20553,3,134,2,100,150,31.39,1024.41,46.56,1961216,basil,1
20554,2,136,1,100,150,31.54,1097.28,46.08,571588,basil,1
20555,8,128,0,320,150,32.11,1001.43,32.8,56018,basil,1
20556,6,138,1,100,150,32.18,1100.15,43.56,2433027,basil,1
20557,4,136,1,100,150,30.75,1094.21,44.23,440620,basil,1
20558,5,127,7,320,150,31.68,1102.71,42.63,43346,basil,1
20559,7,139,4,200,150,32.53,1054.57,39.82,156527,basil,1
20560,1,132,4,200,150,32.13,1020.4,36.0,224956,basil,1
20561,3,134,3,100,150,31.35,1024.4,46.63,1702057,basil,1
20562,2,136,2,100,150,31.51,1097.27,46.05,491717,basil,1
20563,8,128,1,100,150,32.13,1001.44,32.93,2870358,basil,1
20564,6,138,2,100,150,32.16,1100.14,43.65,1998536,basil,1
20565,4,136,2,100,150,30.73,1094.2,44.16,359930,basil,1
20566,7,139,5,200,150,32.53,1054.57,39.77,138491,basil,1
20567,1,132,5,200,150,32.13,1020.41,36.03,210526,basil,1
20568,3,134,4,200,150,31.32,1024.4,46.6,120840,basil,1
20569,8,128,2,100,150,32.11,1001.44,32.91,2437370,basil,1
20570,6,138,3,100,150,32.12,1100.13,43.64,1755679,basil,1
20571,4,136,3,100,150,30.7,1094.21,44.21,326531,basil,1
20572,7,139,6,200,150,32.53,1054.57,39.73,127713,basil,1
20573,5,127,9,320,150,31.73,1102.72,42.57,58514,basil,1
20574,1,132,6,200,150,32.14,1020.4,36.03,197607,basil,1
20575,3,134,5,200,150,31.32,1024.4,46.63,106511,basil,1
20576,2,136,4,200,150,31.45,1097.26,46.08,48725,basil,1
20577,8,128,3,100,150,32.08,1001.44,32.88,2170066,basil,1
20578,6,138,4,200,150,32.09,1100.12,43.66,113828,basil,1
20579,4,136,4,200,150,30.66,1094.2,44.22,41290,basil,1
20580,7,139,7,320,150,32.54,1054.56,39.82,42610,basil,1
20581,1,132,7,320,150,32.14,1020.41,36.06,51613,basil,1
20582,5,128,0,320,150,31.75,1102.72,42.59,62227,basil,1
20583,3,134,6,200,150,31.32,1024.41,46.68,97228,basil,1
20584,2,136,5,200,150,31.44,1097.26,46.12,41451,basil,1
20585,8,128,4,200,150,32.05,1001.44,32.99,163109,basil,1
20586,6,138,5,200,150,32.09,1100.12,43.67,101326,basil,1
20587,4,136,5,200,150,30.66,1094.21,44.24,35194,basil,1
20588,7,139,8,320,150,32.56,1054.57,39.81,52632,basil,1
20589,1,132,8,320,150,32.16,1020.42,36.07,59369,basil,1
20590,5,128,1,100,150,31.77,1102.72,42.55,3317271,basil,1
20591,2,136,6,200,150,31.45,1097.26,46.12,37581,basil,1
20592,3,134,7,320,150,31.33,1024.41,46.63,37285,basil,1
20593,6,138,6,200,150,32.09,1100.12,43.72,91233,basil,1
20594,8,128,5,200,150,32.05,1001.43,33.07,147849,basil,1
20595,4,136,6,200,150,30.67,1094.2,44.27,32120,basil,1
20596,7,139,9,320,150,32.59,1054.58,39.75,58394,basil,1
20597,1,132,9,320,150,32.19,1020.43,36.01,64484,basil,1
20598,2,136,7,320,150,31.46,1097.26,46.12,18197,basil,1
20599,3,134,8,320,150,31.35,1024.41,46.54,44708,basil,1
20600,5,128,2,100,150,31.75,1102.72,42.54,2740716,basil,1
20601,6,138,7,320,150,32.1,1100.12,43.6,33221,basil,1
20602,8,128,6,200,150,32.05,1001.43,32.97,136497,basil,1
20603,4,136,7,320,150,30.67,1094.2,44.18,18135,basil,1
20604,7,140,0,320,150,32.62,1054.59,39.73,62227,basil,1
20605,1,133,0,320,150,32.21,1020.44,36.03,67977,basil,1
20606,2,136,8,320,150,31.48,1097.26,46.16,21918,basil,1
20607,3,134,9,320,150,31.38,1024.41,46.68,50423,basil,1
20608,5,128,3,100,150,31.72,1102.72,42.56,2483930,basil,1
20609,6,138,8,320,150,32.12,1100.13,43.71,41012,basil,1
20610,4,136,8,320,150,30.69,1094.2,44.26,21498,basil,1
20611,8,128,7,320,150,32.06,1001.44,32.98,40088,basil,1
20612,7,140,1,100,150,32.64,1054.59,39.71,3566391,basil,1
20613,1,133,1,100,150,32.22,1020.44,35.96,3760386,basil,1
20614,2,136,9,320,150,31.51,1097.26,46.12,24888,basil,1
20615,3,135,0,320,150,31.4,1024.41,46.59,53456,basil,1
20616,5,128,4,200,150,31.69,1102.72,42.54,196357,basil,1
20617,6,138,9,320,150,32.15,1100.13,43.61,45617,basil,1
20618,4,136,9,320,150,30.72,1094.21,44.25,24321,basil,1
20619,8,128,8,320,150,32.08,1001.44,32.93,48256,basil,1
20620,7,140,2,100,150,32.61,1054.58,39.64,2885523,basil,1
20621,1,133,2,100,150,32.2,1020.43,35.94,3223293,basil,1
20622,2,137,0,320,150,31.53,1097.27,46.08,26879,basil,1
20623,3,135,1,100,150,31.42,1024.41,46.56,2428699,basil,1
20624,5,128,5,200,150,31.68,1102.73,42.66,173736,basil,1
20625,6,139,0,320,150,32.18,1100.14,43.59,49776,basil,1
20626,4,137,0,320,150,30.74,1094.21,44.22,26267,basil,1
20627,7,140,3,100,150,32.58,1054.58,39.56,2513655,basil,1
20628,8,128,9,320,150,32.1,1001.45,32.97,53024,basil,1
20629,2,137,1,100,150,31.55,1097.27,46.06,570633,basil,1
20630,1,133,3,100,150,32.17,1020.43,35.93,2828729,basil,1
20631,3,135,2,100,150,31.4,1024.41,46.49,1978266,basil,1
20632,6,139,1,100,150,32.2,1100.15,43.62,2394622,basil,1
20633,5,128,6,200,150,31.69,1102.73,42.63,161108,basil,1
20634,4,137,1,100,150,30.77,1094.21,44.19,442333,basil,1
20635,7,140,4,200,150,32.54,1054.57,39.65,153985,basil,1
20636,8,129,0,320,150,32.13,1001.45,32.87,56425,basil,1
20637,2,137,2,100,150,31.53,1097.27,46.08,487851,basil,1
20638,1,133,4,200,150,32.14,1020.43,35.97,224808,basil,1
20639,3,135,3,100,150,31.36,1024.4,46.56,1720286,basil,1
20640,6,139,2,100,150,32.17,1100.15,43.6,2007351,basil,1
20641,5,128,7,320,150,31.69,1102.73,42.64,43302,basil,1
20642,4,137,2,100,150,30.74,1094.21,44.16,357667,basil,1
20643,7,140,5,200,150,32.54,1054.57,39.69,138603,basil,1
20644,8,129,1,100,150,32.15,1001.45,32.92,2885523,basil,1
20645,2,137,3,100,150,31.49,1097.26,46.05,443482,basil,1
20646,1,133,5,200,150,32.14,1020.43,36.0,209493,basil,1
20647,3,135,4,200,150,31.33,1024.4,46.58,121442,basil,1
20648,6,139,3,100,150,32.14,1100.13,43.5,1755679,basil,1
20649,5,128,8,320,150,31.72,1102.73,42.76,52470,basil,1
20650,4,137,3,100,150,30.71,1094.21,44.17,319202,basil,1
20651,7,140,6,200,150,32.55,1054.56,39.85,128773,basil,1
20652,8,129,2,100,150,32.12,1001.44,32.89,2441729,basil,1
20653,2,137,4,200,150,31.46,1097.26,45.97,48614,basil,1
20654,1,133,6,200,150,32.15,1020.43,36.15,196357,basil,1
20655,3,135,5,200,150,31.33,1024.41,46.6,106845,basil,1
20656,7,140,7,320,150,32.55,1054.57,39.74,42695,basil,1
20657,4,137,4,200,150,30.68,1094.2,44.21,40973,basil,1
20658,5,128,9,320,150,31.74,1102.72,42.59,58116,basil,1
20659,8,129,3,100,150,32.09,1001.44,32.91,2178724,basil,1
20660,2,137,5,200,150,31.46,1097.26,46.1,41531,basil,1
20661,3,135,6,200,150,31.34,1024.41,46.65,97505,basil,1
20662,1,133,7,320,150,32.16,1020.42,35.94,51801,basil,1
20663,7,140,8,320,150,32.58,1054.57,39.46,52697,basil,1
20664,4,137,5,200,150,30.67,1094.2,44.15,35310,basil,1
20665,5,129,0,320,150,31.76,1102.72,42.56,62046,basil,1
20666,8,129,4,200,150,32.06,1001.45,32.89,164050,basil,1
20667,2,137,6,200,150,31.46,1097.26,46.05,37548,basil,1
20668,3,135,7,320,150,31.34,1024.41,46.62,36962,basil,1
20669,6,139,6,200,150,32.11,1100.14,43.63,91233,basil,1
20670,1,133,8,320,150,32.18,1020.42,36.09,59535,basil,1
20671,7,140,9,320,150,32.61,1054.57,39.79,58076,basil,1
20672,4,137,6,200,150,30.68,1094.2,44.23,31904,basil,1
20673,5,129,1,100,150,31.79,1102.73,42.54,3217596,basil,1
20674,8,129,5,200,150,32.06,1001.45,32.94,147084,basil,1
20675,2,137,7,320,150,31.47,1097.26,46.04,18213,basil,1
20676,3,135,8,320,150,31.37,1024.41,46.51,44802,basil,1
20677,6,139,7,320,150,32.11,1100.13,43.66,33221,basil,1
20678,1,133,9,320,150,32.2,1020.42,36.0,64679,basil,1
20679,7,141,0,320,150,32.63,1054.58,39.71,62272,basil,1
20680,4,137,7,320,150,30.68,1094.2,44.19,18028,basil,1
20681,5,129,2,100,150,31.76,1102.73,42.56,2805480,basil,1
20682,2,137,8,320,150,31.49,1097.27,45.93,21784,basil,1
20683,8,129,6,200,150,32.07,1001.45,32.94,136062,basil,1
20684,6,139,8,320,150,32.14,1100.15,43.78,41091,basil,1
20685,3,135,9,320,150,31.39,1024.41,46.59,50364,basil,1
20686,1,134,0,320,150,32.22,1020.42,35.96,68085,basil,1
20687,7,141,1,100,150,32.65,1054.58,39.68,3564064,basil,1
20688,4,137,8,320,150,30.71,1094.2,44.22,21412,basil,1
20689,2,137,9,320,150,31.52,1097.26,46.08,24801,basil,1
20690,8,129,7,320,150,32.07,1001.45,32.99,39900,basil,1
20691,6,139,9,320,150,32.16,1100.15,43.64,45568,basil,1
20692,3,136,0,320,150,31.42,1024.41,46.49,53827,basil,1
20693,1,134,1,100,150,32.24,1020.42,35.93,3762977,basil,1
20694,7,141,2,100,150,32.63,1054.58,39.67,2885523,basil,1
20695,4,137,9,320,150,30.73,1094.2,44.21,24362,basil,1
20696,5,129,4,200,150,31.7,1102.72,42.66,195681,basil,1
20697,2,138,0,320,150,31.54,1097.27,46.01,26947,basil,1
20698,6,140,0,320,150,32.19,1100.15,43.53,49747,basil,1
20699,8,129,8,320,150,32.09,1001.45,32.95,48284,basil,1
20700,3,136,1,100,150,31.44,1024.41,46.54,2459322,basil,1
20701,1,134,2,100,150,32.21,1020.42,36.01,3442740,basil,1
20702,7,141,3,100,150,32.59,1054.57,39.6,2506732,basil,1
20703,4,138,0,320,150,30.76,1094.2,44.2,26235,basil,1
20704,5,129,5,200,150,31.7,1102.72,42.56,174804,basil,1
20705,2,138,1,100,150,31.57,1097.28,46.02,568731,basil,1
20706,6,140,1,100,150,32.21,1100.15,43.59,2428699,basil,1
20707,3,136,2,100,150,31.41,1024.41,46.52,1947231,basil,1
20708,8,129,9,320,150,32.12,1001.44,32.97,53356,basil,1
20709,7,141,4,200,150,32.56,1054.56,39.68,153708,basil,1
20710,1,134,3,100,150,32.18,1020.41,35.94,2894700,basil,1
20711,4,138,1,100,150,30.78,1094.2,44.21,440904,basil,1
20712,5,129,6,200,150,31.7,1102.71,42.59,160502,basil,1
20713,2,138,2,100,150,31.54,1097.28,46.08,486114,basil,1
20714,6,140,2,100,150,32.19,1100.15,43.56,2004404,basil,1
20715,3,136,3,100,150,31.38,1024.4,46.57,1694663,basil,1
20716,7,141,5,200,150,32.56,1054.56,39.72,139055,basil,1
20717,8,130,0,320,150,32.14,1001.45,32.86,56725,basil,1
20718,1,134,4,200,150,32.16,1020.41,36.0,223776,basil,1
20719,4,138,2,100,150,30.76,1094.2,44.12,360690,basil,1
20720,5,129,7,320,150,31.71,1102.72,42.59,43390,basil,1
20721,2,138,3,100,150,31.51,1097.28,45.94,442619,basil,1
20722,6,140,3,100,150,32.15,1100.15,43.6,1744463,basil,1
20723,3,136,4,200,150,31.35,1024.4,46.55,121442,basil,1
20724,7,141,6,200,150,32.56,1054.57,39.68,127808,basil,1
20725,8,130,1,100,150,32.16,1001.45,32.88,2855350,basil,1
20726,1,134,5,200,150,32.16,1020.41,36.02,209621,basil,1
20727,4,138,3,100,150,30.73,1094.2,44.21,317126,basil,1
20728,2,138,4,200,150,31.48,1097.28,46.03,48614,basil,1
20729,5,129,8,320,150,31.73,1102.72,42.62,52470,basil,1
20730,6,140,4,200,150,32.12,1100.14,43.59,113074,basil,1
20731,7,141,7,320,150,32.57,1054.58,39.72,42525,basil,1
20732,3,136,5,200,150,31.34,1024.4,46.67,106578,basil,1
20733,1,134,6,200,150,32.17,1020.41,35.98,197722,basil,1
20734,8,130,2,100,150,32.14,1001.44,32.88,2433027,basil,1
20735,2,138,5,200,150,31.47,1097.27,46.09,41370,basil,1
20736,6,140,5,200,150,32.12,1100.14,43.66,101086,basil,1
20737,5,129,9,320,150,31.76,1102.72,42.53,58195,basil,1
20738,7,141,8,320,150,32.59,1054.57,39.71,52632,basil,1
20739,3,136,6,200,150,31.35,1024.41,46.56,97283,basil,1
20740,1,134,7,320,150,32.17,1020.4,35.99,51582,basil,1
20741,8,130,3,100,150,32.11,1001.44,32.97,2166623,basil,1
20742,2,138,6,200,150,31.48,1097.27,46.13,37416,basil,1
20743,7,141,9,320,150,32.62,1054.59,39.72,58037,basil,1
20744,5,130,0,320,150,31.78,1102.73,42.53,62136,basil,1
20745,3,136,7,320,150,31.36,1024.41,46.63,36930,basil,1
20746,1,134,8,320,150,32.19,1020.41,35.97,59369,basil,1
20747,4,138,6,200,150,30.69,1094.2,44.21,32024,basil,1
20748,8,130,4,200,150,32.08,1001.43,32.9,164050,basil,1
20749,2,138,7,320,150,31.48,1097.26,46.01,18182,basil,1
20750,6,140,7,320,150,32.13,1100.15,43.68,33195,basil,1
20751,7,142,0,320,150,32.65,1054.58,39.68,62272,basil,1
20752,5,130,1,100,150,31.8,1102.72,42.48,3213809,basil,1
20753,3,136,8,320,150,31.38,1024.42,46.7,44568,basil,1
20754,4,138,7,320,150,30.7,1094.2,44.28,17983,basil,1
20755,1,134,9,320,150,32.22,1020.41,35.96,64484,basil,1
20756,8,130,5,200,150,32.08,1001.43,32.92,147593,basil,1
20757,6,140,8,320,150,32.15,1100.15,43.64,40973,basil,1
20758,2,138,8,320,150,31.51,1097.27,46.07,21806,basil,1
20759,7,142,1,100,150,32.67,1054.59,39.65,3520413,basil,1
20760,3,136,9,320,150,31.41,1024.41,46.61,50305,basil,1
20761,4,138,8,320,150,30.72,1094.21,44.15,21412,basil,1
20762,1,135,0,320,150,32.24,1020.42,35.98,68031,basil,1
20763,8,130,6,200,150,32.08,1001.44,32.93,136170,basil,1
20764,6,140,9,320,150,32.18,1100.15,43.62,45862,basil,1
20765,2,138,9,320,150,31.53,1097.27,45.91,24816,basil,1
20766,7,142,2,100,150,32.64,1054.58,39.63,2879438,basil,1
20767,3,137,0,320,150,31.43,1024.41,46.53,53523,basil,1
20768,5,130,3,100,150,31.75,1102.71,42.49,2609748,basil,1
20769,4,138,9,320,150,30.75,1094.21,44.26,24293,basil,1
20770,1,135,1,100,150,32.25,1020.41,35.96,3775985,basil,1
20771,8,130,7,320,150,32.09,1001.43,32.92,40088,basil,1
20772,6,141,0,320,150,32.2,1100.15,43.66,49516,basil,1
20773,2,139,0,320,150,31.56,1097.27,46.07,26879,basil,1
20774,7,142,3,100,150,32.61,1054.58,39.64,2504433,basil,1
20775,3,137,1,100,150,31.45,1024.41,46.61,2439547,basil,1
20776,5,130,4,200,150,31.72,1102.71,42.52,196810,basil,1
20777,4,139,0,320,150,30.77,1094.21,44.35,26316,basil,1
20778,1,135,2,100,150,32.23,1020.42,35.89,3206262,basil,1
20779,8,130,8,320,150,32.11,1001.45,32.92,48066,basil,1
20780,2,139,1,100,150,31.58,1097.27,45.88,566842,basil,1
20781,7,142,4,200,150,32.57,1054.57,39.65,154124,basil,1
20782,3,137,2,100,150,31.43,1024.41,46.49,1965451,basil,1
20783,4,139,1,100,150,30.79,1094.2,44.09,437794,basil,1
20784,5,130,5,200,150,31.72,1102.71,42.55,173736,basil,1
20785,1,135,3,100,150,32.2,1020.42,35.91,2840499,basil,1
20786,8,130,9,320,150,32.13,1001.44,32.86,52794,basil,1
20787,6,141,2,100,150,32.2,1100.15,43.55,1986903,basil,1
20788,7,142,5,200,150,32.57,1054.57,39.69,138491,basil,1
20789,3,137,3,100,150,31.4,1024.41,46.57,1703119,basil,1
20790,4,139,2,100,150,30.77,1094.2,44.18,352860,basil,1
