id_timestamp,id_index,sensor_index,sensor_id,timestamp_since_poweron,real_time_clock,temperature,pressure,relative_humidity,resistance_gassensor,heater_profile_step_index,scanning_enabled,scanning_cycle_index,label_tag,error_code
2026_02_18_21_53,16066,1,1724192798,6465794,1771458053,35.506397,993.038635,20.094238,78120.234375,7,1,1,0,0
2026_02_18_21_53,16067,0,1724206365,6465868,1771458053,34.11446,992.866333,21.328114,212624.578125,4,1,1,0,0
2026_02_18_21_53,16068,4,1724209694,6465873,1771458053,36.696877,992.939331,18.359993,227960.8125,6,1,1,0,0
2026_02_18_21_53,16069,6,1724206621,6466147,1771458053,35.591244,993.330811,17.712746,9706161.0,3,1,3,0,0
2026_02_18_21_53,16070,0,1724206365,6466431,1771458053,34.373821,992.859558,21.195789,203862.234375,5,1,1,0,0
2026_02_18_21_53,16071,2,1724204062,6466436,1771458053,36.060589,993.062195,19.35844,81012.65625,7,1,1,0,0
2026_02_18_21_53,16072,1,1724192798,6466514,1771458054,35.749825,992.994141,19.869961,108820.40625,8,1,1,0,0
2026_02_18_21_53,16073,4,1724209694,6466590,1771458054,37.206108,992.966919,18.162834,115680.070312,7,1,1,0,0
2026_02_18_21_53,16074,6,1724206621,6466867,1771458054,36.29734,993.325134,17.800154,521384.9375,4,1,3,0,0
2026_02_18_21_53,16075,0,1724206365,6467151,1771458054,34.525948,992.873657,20.981501,202291.578125,6,1,1,0,0
2026_02_18_21_53,16076,2,1724204062,6467156,1771458054,36.309868,993.026855,19.151346,113601.0625,8,1,1,0,0
2026_02_18_21_53,16077,1,1724192798,6467229,1771458054,35.908802,993.048279,19.640478,127712.648438,9,1,1,0,0
2026_02_18_21_53,16078,4,1724209694,6467311,1771458054,37.460724,992.961121,17.90402,160050.015625,8,1,1,0,0
2026_02_18_21_53,16079,6,1724206621,6467588,1771458055,36.565605,993.341064,17.789881,456531.4375,5,1,3,0,0
2026_02_18_21_53,16080,1,1724192798,6467803,1771458055,36.02058,993.030823,19.387491,141241.375,0,1,2,0,0
2026_02_18_21_53,16081,0,1724206365,6467883,1771458055,35.007267,992.874573,20.767834,104489.796875,7,1,1,0,0
2026_02_18_21_53,16082,2,1724204062,6467887,1771458055,36.461926,993.046387,18.917709,134136.75,9,1,1,0,0
2026_02_18_21_53,16083,4,1724209694,6468031,1771458055,37.605507,992.973755,17.530832,186453.015625,9,1,1,0,0
2026_02_18_21_53,16084,1,1724192798,6468109,1771458055,35.528751,993.092407,19.159719,15337234.0,1,1,2,0,0
2026_02_18_21_53,16085,6,1724206621,6468192,1771458055,36.697208,993.366333,17.750933,415415.8125,6,1,3,0,0
2026_02_18_21_53,16086,2,1724204062,6468477,1771458055,36.571609,993.068481,18.676594,149401.8125,0,1,2,0,0
2026_02_18_21_53,16087,0,1724206365,6468616,1771458056,35.231716,992.865906,20.643908,143497.765625,8,1,1,0,0
