,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,id,humidity_diff,gas_resistance_diff,pca_0,pca_1
12958,3,34,1,100,150,31.5,1036.27,0.059095240286782626,-0.7110796236677497,grapefruit,3_3_34,0.7419570245588506,-0.716335495545651,0.4987999113807892,-0.033043759922932146
13247,3,37,1,100,150,31.61,1036.43,0.05821541040658241,-0.7094749912503406,grapefruit,3_3_37,-0.12903600427105522,-0.7146795294218667,0.6341684857435453,-0.04187651726135791
13445,3,39,1,100,150,31.69,1036.52,0.05711562305633217,-0.6990748768887749,grapefruit,3_3_39,0.1612950053388446,-0.7040605632755397,0.880900639912464,-0.05811927765364235
13928,3,44,1,100,150,31.85,1036.76,0.05403621847563133,-0.7052917069528709,grapefruit,3_3_44,0.45162601494874444,-0.7103832153614743,0.9686010142295689,-0.06395421015030124
3584,3,10,1,100,150,30.18,1035.31,0.026314962524086247,0.0752093966772681,eucalyptus,1_3_10,0.6000120002401225,0.07742828898480911,1.1010085633236348,-0.07270687341002333
3678,3,11,1,100,150,30.23,1035.34,0.024776259464801963,0.07041785544806121,eucalyptus,1_3_11,0.40000800016001736,0.07254570875449012,1.2069265476125308,-0.07974766783290298
3777,3,12,1,100,150,30.29,1035.35,0.022797926960007972,0.037288192586266554,eucalyptus,1_3_12,0.40000800016001736,0.038858391314177745,1.412776101191715,-0.09336024611174219
4070,3,15,1,100,150,30.43,1035.4,0.02016015028694911,-0.011112231974735232,eucalyptus,1_3_15,1.0000200004000486,-0.009993353412197292,-2.3058164817002105,0.15075177861359107
4170,3,16,1,100,150,30.48,1035.42,0.020819594455213825,-0.019855646838075978,eucalyptus,1_3_16,-0.40000800015997684,-0.018704062463785847,1.3825863797797027,-0.09132523596491253
4270,3,17,1,100,150,30.52,1035.45,0.02016015028694911,-0.03495171967872297,eucalyptus,1_3_17,-0.8000160003199028,-0.033798229020388516,1.4766259250921767,-0.0975646241285229
4370,3,18,1,100,150,30.57,1035.46,0.019061076673174686,-0.04454852392058862,eucalyptus,1_3_18,-0.20000400008001382,-0.043542311262188486,1.5648041915434323,-0.10340828197807596
4466,3,19,1,100,150,30.6,1035.47,0.01884126195041983,-0.04581409456357112,eucalyptus,1_3_19,-0.40000800015997684,-0.044754579078948004,1.5952639634176127,-0.10543875663626016
2796,3,2,1,100,150,29.43,1035.23,0.05115402619538967,-0.2634721902422857,eucalyptus,1_3_2,-5.079371925098624e-14,-0.2637788914916962,1.6658693602144181,-0.11018298491630389
4664,3,21,1,100,150,30.68,1035.54,0.015324226386341398,-0.0875014004512045,eucalyptus,1_3_21,0.20000400008005434,-0.08689750507619425,1.6970243957099103,-0.11210546131511946
4961,3,24,1,100,150,30.79,1035.64,0.015544041109096409,-0.11658841480372227,eucalyptus,1_3_24,-0.6000120002400819,-0.11625784251607119,-0.9412783848558559,0.061274723065399175
5060,3,25,1,100,150,30.82,1035.68,0.014225152772566977,-0.12143537092763858,eucalyptus,1_3_25,-1.4000280005600763,-0.12110799471740864,-0.6489995965209037,0.04240891882416126
5158,3,26,1,100,150,30.86,1035.72,0.012246820267772828,-0.1387612335792118,eucalyptus,1_3_26,0.40000800016001736,-0.13873857360751662,-0.32217450436353184,0.020881896483499317
5358,3,28,1,100,150,30.92,1035.78,0.013126079158792554,-0.153930137424334,eucalyptus,1_3_28,-0.40000800016011895,-0.15396137134574603,-0.04696732257643367,0.0027135278870854393
2896,3,3,1,100,150,29.61,1035.24,0.04016329005764482,-0.025159643903119408,eucalyptus,1_3_3,1.8000360007200427,-0.0234785492641664,-3.0294993489148294,0.19812596489502915
5553,3,30,1,100,150,30.98,1035.85,0.012246820267772828,-0.1794616265801157,eucalyptus,1_3_30,-0.40000800015997684,-0.1799821622676751,0.715121230036741,-0.04731376958828573
5746,3,32,1,100,150,31.04,1035.92,0.012466634990527838,-0.18961257976907545,eucalyptus,1_3_32,-1.8000360007200022,-0.1900959240398645,0.8622229870740568,-0.05680796525409503
5939,3,34,1,100,150,31.1,1035.99,0.008070340535429835,-0.20217434475834545,eucalyptus,1_3_34,1.4000280005599746,-0.20277150010159475,0.9614402156009362,-0.06337746614755331
6039,3,35,1,100,150,31.13,1036.04,0.010268487762978836,-0.20569239893103994,eucalyptus,1_3_35,-0.800016000320045,-0.20620562837073875,1.111706165802982,-0.0732474965585388
6137,3,36,1,100,150,31.15,1036.1,0.00741089636716512,-0.19728622328407358,eucalyptus,1_3_36,0.8000160003200856,-0.19751383566938943,1.2101710993052397,-0.07987771841237915
6432,3,39,1,100,150,31.23,1036.25,0.008070340535429835,-0.23370858641341113,eucalyptus,1_3_39,-1.2000240004799712,-0.23463203857594764,1.2751393398254658,-0.08404460571939898
6526,3,40,1,100,150,31.26,1036.31,0.007630711089920129,-0.23289266805892783,eucalyptus,1_3_40,-0.800016000320045,-0.23376404833354203,1.393089492986905,-0.0918962916118729
6720,3,42,1,100,150,31.31,1036.4,0.004773119694106411,-0.24810115397169963,eucalyptus,1_3_42,1.0000200004000486,-0.24914628388093063,1.5244094274518138,-0.10060100447239055
6819,3,43,1,100,150,31.33,1036.46,0.00653163747614555,-0.20040370693215434,eucalyptus,1_3_43,0.20000400008005434,-0.20015834143283315,-1.9546383996487526,0.12761182448187652
6916,3,44,1,100,150,31.35,1036.52,0.004553304971351558,-0.2558661001227428,eucalyptus,1_3_44,0.8000160003199434,-0.25695603419398233,1.6672579067319424,-0.11014998795171975
3089,3,5,1,100,150,29.83,1035.26,0.03378866309775282,0.08247824758043658,eucalyptus,1_3_5,0.8000160003199434,0.0847499974616888,1.7305322383087458,-0.11420879944378404
3190,3,6,1,100,150,29.91,1035.27,0.03400847782050768,0.1006664715458686,eucalyptus,1_3_6,-2.2000440008800703,0.1031031809309352,2.089032975608404,-0.13834322729652637
3287,3,7,1,100,150,29.99,1035.28,0.028732924474390104,0.10150772242364761,eucalyptus,1_3_7,0.8000160003200856,0.10386415867770177,-0.3625592941759812,0.023728168984239163
3387,3,8,1,100,150,30.06,1035.32,0.028293295028880398,0.09982627618989355,eucalyptus,1_3_8,1.2000240004800116,0.10204008204749072,-3.138175597907129,-1.520578568275789
3485,3,9,1,100,150,30.12,1035.31,0.027414036137860826,0.08819970351895756,eucalyptus,1_3_9,-0.6000120002400819,0.09036166787694251,-3.0321479543534595,-0.6344989551833615
10811,3,12,2,100,150,30.31,1035.42,0.07001553571700223,-0.7105740817555521,grapefruit,3_3_12,1.0842310696412558,-0.6826324859279205,-3.0751943572807914,-1.346058729445346
10906,3,13,2,100,150,30.38,1035.44,0.06869425704193033,-0.7142368157896082,grapefruit,3_3_13,0.1368446981100837,-0.6849751496823542,-2.928329473008198,0.25166357573518294
11007,3,14,2,100,150,30.45,1035.48,0.06979532260449015,-0.7162883914339206,grapefruit,3_3_14,-1.5684507706461879,-0.6903230623890482,-3.2455134233367224,-2.9421875779553206
11204,3,16,2,100,150,30.59,1035.55,0.06803361770439437,-0.7178078541176655,grapefruit,3_3_16,-1.0000189477274306,-0.67955166717713,-2.839384991293614,1.3175723828722798
11300,3,17,2,100,150,30.65,1035.61,0.06825383081690631,-0.7167964226939231,grapefruit,3_3_17,1.652662892560013,-0.695808620085922,-2.9919132653811786,-0.6370748418145881
11398,3,18,2,100,150,30.71,1035.63,0.06649212591681053,-0.7193106448548651,grapefruit,3_3_18,-0.621064399114881,-0.6905551696273906,-2.950322634454033,-0.4612785194873783
11499,3,19,2,100,150,30.77,1035.65,0.06693255214183455,-0.7190614918759395,grapefruit,3_3_19,-0.8105416734212232,-0.6960893079090339,-2.9288510005211745,-0.10545474335774649
11690,3,21,2,100,150,30.88,1035.74,0.06583148657927458,-0.7170497436594849,grapefruit,3_3_21,-1.0000189477274306,-0.7019513651378703,-2.925782050776168,-0.2842483671718059
11788,3,22,2,100,150,30.93,1035.76,0.06539106035425071,-0.7190614918759395,grapefruit,3_3_22,-0.4315871248088081,-0.6960893079090339,-2.8620580806834384,-0.6459917890815905
11989,3,24,2,100,150,31.04,1035.87,0.06318892922913093,-0.7178078541176655,grapefruit,3_3_24,0.5157992467224988,-0.7085637225092557,-2.7332790855393934,0.7743263328565971
12768,3,32,2,100,150,31.4,1036.19,0.060986798104011135,-0.7142368157896082,grapefruit,3_3_32,-0.8105416734212232,-0.7080927607291305,-2.7481664132705226,0.23935525018814255
12967,3,34,2,100,150,31.48,1036.29,0.06032615876647518,-0.7095103189440429,grapefruit,3_3_34,-1.0000189477274306,-0.7156524395035185,-2.6764653604624984,0.41278831447624376
13259,3,37,2,100,150,31.59,1036.43,0.05790381452884346,-0.7084386832688874,grapefruit,3_3_37,0.3263219724162912,-0.71249470149351,-2.6182756676083505,0.5876378660224825
13454,3,39,2,100,150,31.66,1036.53,0.05702296207879558,-0.7040720226029228,grapefruit,3_3_39,0.1368446981100837,-0.6845136341270452,0.5992441372930533,0.4359947238205954
13937,3,44,2,100,150,31.83,1036.78,0.05261869982855599,-0.7026808412856509,grapefruit,3_3_44,1.273708343947598,-0.7128995396999214,0.6071093846957863,0.3125315171829996
3595,3,10,2,100,150,30.16,1035.32,0.025827938852524324,0.20320076698826672,eucalyptus,1_3_10,0.8421362892316258,-0.2385621051101971,0.5380956748717405,0.31823092320187285
3688,3,11,2,100,150,30.21,1035.35,0.024288317193432225,0.1821704702239723,eucalyptus,1_3_11,0.8421362892316258,-0.20354425372938367,0.45942103212892155,0.6942292106947127
3787,3,12,2,100,150,30.27,1035.35,0.02098912792394921,0.16319393950061023,eucalyptus,1_3_12,3.052744048464971,-0.27137039273087077,0.3531524221184927,-0.159717279482973
4081,3,15,2,100,150,30.41,1035.4,0.020549236021351402,0.11524251486763926,eucalyptus,1_3_15,-0.6316022169238503,-0.3208715429219655,0.29891490329625625,-0.40170433942144373
4182,3,16,2,100,150,30.46,1035.42,0.014610695336282,0.09046803319731789,eucalyptus,1_3_16,10.421436579242352,-0.29031471515910945,0.31722425638011953,-0.033473572684256755
4282,3,17,2,100,150,30.5,1035.45,0.020549236021351402,0.07090004163148762,eucalyptus,1_3_17,-0.6316022169238503,-0.2944478562735011,0.3087980193486847,-0.15592940353541473
4378,3,18,2,100,150,30.54,1035.46,0.019449506264857114,0.05093155082685034,eucalyptus,1_3_18,-0.6316022169238503,-0.2786184176291363,-1.0947417776512887,0.19256728451063357
4473,3,19,2,100,150,30.58,1035.49,0.019009614362259303,0.03802789631641903,eucalyptus,1_3_19,-0.263167590384785,-0.2513531658881867,0.2713782733856108,0.21705262217106858
2808,3,2,2,100,150,29.43,1035.23,0.05398102061877969,-0.1404981688277862,eucalyptus,1_3_2,-4.684383108851476,-0.564943635437321,0.13316167944476798,-0.2649083513745048
4672,3,21,2,100,150,30.66,1035.54,0.017689938654466192,0.010121495737801692,eucalyptus,1_3_21,-3.947513855773868,-0.3268244319311467,0.10926651225698485,-0.7554010096446155
4973,3,24,2,100,150,30.76,1035.64,0.009771884407706731,-0.016322599642351474,eucalyptus,1_3_24,9.684567326165007,-0.3623905757207005,0.17438722685323046,0.34825766260062946
5071,3,25,2,100,150,30.8,1035.68,0.015050587238879653,-0.04141807513672594,eucalyptus,1_3_25,-1.3684714700014573,-0.31759818259470163,0.06882252138564784,-0.1363474394079876
5169,3,26,2,100,150,30.83,1035.72,0.014170803433684192,-0.042323099390653464,eucalyptus,1_3_26,-3.2106446026959987,-0.3751798149292258,0.020430824814728646,1.2169156168206936
5369,3,28,2,100,150,30.9,1035.77,0.013950857482385367,-0.07040411466522563,eucalyptus,1_3_28,-1.3684714700014573,-0.3586946112777297,0.0017042257511628459,-0.13099975134129532
2908,3,3,2,100,150,29.6,1035.23,0.04166404734604293,0.09164203838714177,eucalyptus,1_3_3,-2.47377534961813,-0.3114995680283802,-0.09982700686149826,-0.9852298563404743
5564,3,30,2,100,150,30.96,1035.86,0.012851127725890922,-0.08548785223068431,eucalyptus,1_3_30,-1.0000368434626539,-0.4098388171255813,0.09634184910965019,0.9707866593761524
5753,3,32,2,100,150,31.02,1035.93,0.010431722261603367,-0.10008935601880395,eucalyptus,1_3_32,3.4211786750040365,-0.4090792226589875,-0.06140312075260242,-0.37205850238328764
5948,3,34,2,100,150,31.07,1036.0,0.011751397969396636,-0.10485373657396263,eucalyptus,1_3_34,-6.1581216150069515,-0.4407563156423596,0.10037563877324518,0.6011550540410839
6049,3,35,2,100,150,31.1,1036.04,0.009991830359005714,-0.11731528153506153,eucalyptus,1_3_35,0.4737016626928222,-0.42234935620607583,-0.12640551302927916,-0.6129205319465832
6149,3,36,2,100,150,31.13,1036.1,0.010871614164201175,-0.0968853621083479,eucalyptus,1_3_36,-5.789686988468148,-0.44341945019909856,-0.09617433962768421,-0.3688805195187694
6441,3,39,2,100,150,31.21,1036.25,0.00889210060251127,-0.13976924535233226,eucalyptus,1_3_39,-1.3684714700014573,-0.4640013635757013,-0.0049265934699435805,0.7329246239975471
6537,3,40,2,100,150,31.23,1036.3,0.008452208699913618,-0.15057306526374947,eucalyptus,1_3_40,-1.3684714700014573,-0.43469959717371603,0.0825654710694335,0.23324535766537438
6729,3,42,2,100,150,31.28,1036.4,0.009551938456407906,-0.1527011354306201,eucalyptus,1_3_42,-8.000294747701231,-0.48197478947949274,-0.03519758472313474,0.6121547203465466
6828,3,43,2,100,150,31.3,1036.46,0.006692641089522697,-0.15971916012548498,eucalyptus,1_3_43,-0.2631675903850468,-0.3001420824187582,0.47230796780409506,0.5675341042372439
6925,3,44,2,100,150,31.33,1036.52,0.006472695138223714,-0.15340851070955197,eucalyptus,1_3_44,-3.210644602695737,-0.5070414068770881,0.3935638673028025,-1.2736136528512403
3099,3,5,2,100,150,29.81,1035.26,0.032206371440191534,0.2183736695048513,eucalyptus,1_3_5,2.6843094219261676,-0.2506700773390916,0.6443749959787891,0.5552091218695846
3197,3,6,2,100,150,29.89,1035.28,0.0319864254888927,0.24912666114816184,eucalyptus,1_3_6,3.4211786750037745,-0.26328444587904853,0.6659678954369478,0.7999194990863726
3296,3,7,2,100,150,29.97,1035.29,0.0300069119272028,0.24376636150297862,eucalyptus,1_3_7,-2.105340723079326,-0.2472400620379018,0.5649445635790209,-0.30043322512771314
3395,3,8,2,100,150,30.04,1035.32,0.028687236219409686,0.23393369651757395,eucalyptus,1_3_8,-0.6316022169238503,-0.22893875363054472,0.30108307834044196,-0.3536498105554837
3492,3,9,2,100,150,30.1,1035.31,0.027587506462915246,0.21545426039673862,eucalyptus,1_3_9,-0.263167590384785,-0.22376549635206416,0.5824895519632556,0.6413596410608179
10820,3,12,3,100,150,30.28,1035.42,0.07002629654397492,-0.7085434994283024,grapefruit,3_3_12,0.1249859390816036,-0.7189296543783642,0.741930141610206,1.4760339183948397
10916,3,13,3,100,150,30.36,1035.45,0.0693657864979706,-0.7104759737370522,grapefruit,3_3_13,3.4996062942916932,-0.7297121740001383,0.5063888417084667,-2.2312641393813495
11016,3,14,3,100,150,30.42,1035.48,0.06562289623727949,-0.7089752407841446,grapefruit,3_3_14,-21.24760964391456,-0.746381020788017,1.0511706089608772,2.299445172631899
11215,3,16,3,100,150,30.56,1035.56,0.06826493642129682,-0.7106889661392677,grapefruit,3_3_16,1.249859390818833,-0.7471011187592428,0.8699284183276625,-1.5807342269707663
11310,3,17,3,100,150,30.62,1035.61,0.06760442637529249,-0.7098346939098412,grapefruit,3_3_17,-3.2496344161276864,-0.7454429984307626,1.1852436836546825,0.08883837639206972
11409,3,18,3,100,150,30.68,1035.63,0.0673842563599576,-0.7125932333461025,grapefruit,3_3_18,4.624479746028123,-0.7469518879296795,1.3775449920585672,-0.26422421811677943
11510,3,19,3,100,150,30.74,1035.66,0.06672374631395342,-0.7117498985643573,grapefruit,3_3_19,-0.9998875126548264,-0.7491477129932526,1.5307861350320575,-0.2751540364619979
11700,3,21,3,100,150,30.85,1035.74,0.06606323626794909,-0.7111143752885576,grapefruit,3_3_21,1.249859390818833,-0.7414729846157156,1.6273500277598816,-0.11323140541729683
11799,3,22,3,100,150,30.9,1035.76,0.06540272622194476,-0.7094052551745634,grapefruit,3_3_22,0.1249859390816036,-0.7587956045616809,-0.07064102736857451,0.8592390571136715
11997,3,24,3,100,150,31.01,1035.88,0.06672374631395342,-0.710048837622339,grapefruit,3_3_24,18.122961166868482,-0.7497351613381998,0.33265297526868276,-1.9551191365222804
12780,3,32,3,100,150,31.36,1036.2,0.06055898588457989,-0.7007761846091302,grapefruit,3_3_32,-2.1247609643912564,-0.769625499049983,0.6747795221433772,-0.014307217784610552
12978,3,34,3,100,150,31.45,1036.31,0.05989847583857556,-0.7012309521706174,grapefruit,3_3_34,-2.1247609643912564,-0.7435787974328856,1.0828060602893008,-0.22363506095783936
13268,3,37,3,100,150,31.56,1036.45,0.058137115715897456,-0.6949695512006229,grapefruit,3_3_37,1.249859390818833,-0.7638623465368511,1.2825909887912426,0.11900969718574632
13465,3,39,3,100,150,31.63,1036.52,0.05791694570056257,-0.6928240844896576,grapefruit,3_3_39,4.624479746028123,-0.7503557720897167,1.5217325045317733,0.4587452873946852
13949,3,44,3,100,150,31.8,1036.78,0.05483456548587581,-0.6876972998028165,grapefruit,3_3_44,11.373720456448302,-0.7643360952021312,1.6734175805475107,-0.0888289045767865
3604,3,10,3,100,150,30.13,1035.32,0.026693076190493905,0.2790907746169027,eucalyptus,1_3_10,-1.3500472516537396,-0.08871767644996618,1.7861092570376824,-1.3482240229800306
3697,3,11,3,100,150,30.18,1035.34,0.02625290767851883,0.24665672857842377,eucalyptus,1_3_11,-3.10010850379772,-0.0658823202580437,-2.738276787186985,3.2789300004435864
3796,3,12,3,100,150,30.24,1035.35,0.023171728094692673,0.28811396292422453,eucalyptus,1_3_12,-3.4501207542264165,-0.31732332399187424,2.008644297752153,0.6012244684370563
4090,3,15,3,100,150,30.38,1035.4,0.02537257065456852,0.18209477704685864,eucalyptus,1_3_15,-7.650267759371771,-0.14191134405931596,2.2278890036124617,-0.1304518341776264
4192,3,16,3,100,150,30.42,1035.43,0.023611896606667748,0.15122045623353003,eucalyptus,1_3_16,-14.300500517518001,-0.14322218929726893,2.1247889025408635,-0.47967834357459643
4291,3,17,3,100,150,30.47,1035.45,0.020970885534816824,0.13688521454835545,eucalyptus,1_3_17,-0.6500227507963463,-0.18291847242352055,2.2101483770270676,-0.664903770069534
4389,3,18,3,100,150,30.51,1035.47,0.02075080127882929,0.12487926239509793,eucalyptus,1_3_18,-2.0500717525113816,-0.23351565811923272,2.397606300968856,-0.3213100804660551
4484,3,19,3,100,150,30.55,1035.5,0.01810979020697821,0.12785734519293887,eucalyptus,1_3_19,1.4500507517763308,-0.30750999082313296,2.5492276903802784,1.2760973876235975
2816,3,2,3,100,150,29.42,1035.23,0.04870150178925207,-0.04703878234967617,eucalyptus,1_3_2,8.450295760351755,-0.49999897108089175,-1.5706523472541487,-0.7401502166333258
4682,3,21,3,100,150,30.63,1035.54,0.0183298744629659,0.0847851492544705,eucalyptus,1_3_21,-1.000035001225043,-0.27707965494208187,-0.8386889729304063,2.24345184822848
4982,3,24,3,100,150,30.73,1035.64,0.014368357855189438,0.04659247784990561,eucalyptus,1_3_24,-7.300255508943074,-0.25833168706080945,-0.6588400851074886,-0.27236551651164176
5082,3,25,3,100,150,30.77,1035.67,0.016129031903090053,0.03389466678825312,eucalyptus,1_3_25,-1.700059502082685,-0.33111600877583,-0.18784980142542837,-0.8439527744758006
5178,3,26,3,100,150,30.8,1035.71,0.015468779135127285,0.030559888125596908,eucalyptus,1_3_26,-2.0500717525113816,-0.32267474163912185,-3.4193512317754102,2.21677787227103
5378,3,28,3,100,150,30.86,1035.78,0.012167515295313592,0.0014924518768181193,eucalyptus,1_3_28,2.850099753491366,-0.34696139077306365,0.7968564603822615,-1.4219901282837513
2916,3,3,3,100,150,29.58,1035.23,0.04187888985363714,0.18318920609139686,eucalyptus,1_3_3,-0.30001050036764965,-0.26050322463906667,1.047495410149354,-0.5788003295124411
5573,3,30,3,100,150,30.93,1035.85,0.013488020831238975,-0.01547728367604726,eucalyptus,1_3_30,-1.000035001225043,-0.3547904499689696,1.2625319320363797,0.02099727110946786
5765,3,32,3,100,150,30.99,1035.94,0.012167515295313592,-0.02746263921768814,eucalyptus,1_3_32,-2.7500962533690236,-0.37945522753693633,1.4241163227712645,0.25545165974129014
5959,3,34,3,100,150,31.04,1036.01,0.01106709401537559,-0.0449032882088792,eucalyptus,1_3_34,1.1000385013476341,-0.33545908393234447,1.5109043493223906,-0.6128968681551418
6059,3,35,3,100,150,31.07,1036.04,0.01018675699142528,-0.04916585060390271,eucalyptus,1_3_35,-0.30001050036740096,-0.3794588287601175,1.7610245565516445,0.8460929691833012
6157,3,36,3,100,150,31.1,1036.12,0.01040684124741282,-0.04060140500986031,eucalyptus,1_3_36,0.7500262509189376,-0.31338718705483415,1.8301509794826545,-0.14411583744643783
6452,3,39,3,100,150,31.17,1036.27,0.009086335711487436,-0.0519866501857621,eucalyptus,1_3_39,-0.30001050036764965,-0.47743370662755846,2.024110062389799,0.21110311701575007
6548,3,40,3,100,150,31.2,1036.31,0.00952650422346251,-0.06447568650239148,eucalyptus,1_3_40,-1.700059502082436,-0.48175517444498583,-2.5535660398965807,0.05954904531387925
6739,3,42,3,100,150,31.25,1036.41,0.0071055774075991255,-0.08914106512292504,eucalyptus,1_3_42,3.900136504777705,-0.39719125170429453,2.165172840762619,-0.4148900470251317
6837,3,43,3,100,150,31.27,1036.46,0.011727346783338359,-0.0897898583888489,eucalyptus,1_3_43,-8.00028000980022,-0.4287091569860648,2.3750326760381717,1.0472091514972761
6935,3,44,3,100,150,31.29,1036.53,0.008426082943524666,-0.08457517081136572,eucalyptus,1_3_44,-3.10010850379772,-0.418182781627448,2.4913893572855446,-2.408609369305831
3110,3,5,3,100,150,29.78,1035.25,0.034836193662034526,0.2985826588831863,eucalyptus,1_3_5,-4.150145255084059,-0.09015816572244198,-0.3662456456214772,1.6198684573835367
3209,3,6,3,100,150,29.87,1035.28,0.032855435358146216,0.31460869514016243,eucalyptus,1_3_6,-1.3500472516537396,-0.0027564791149733477,-2.7700658126987987,0.6900175975247558
3307,3,7,3,100,150,29.94,1035.3,0.03263535110215868,0.3052128954045033,eucalyptus,1_3_7,-4.150145255084059,0.00740617270234336,-2.7785863062060168,0.3262754505690557
3406,3,8,3,100,150,30.01,1035.31,0.029334087262344984,0.3078839014473327,eucalyptus,1_3_8,-1.000035001225043,-0.050523103390270586,-2.861246092117576,-0.3237784492384486
3502,3,9,3,100,150,30.07,1035.32,0.027573413214444214,0.2920198294544328,eucalyptus,1_3_9,0.05000175006129567,-0.0790627971011972,-2.7949010170349653,-0.11007857815029437
10830,3,12,4,200,150,30.26,1035.43,0.0714836419983777,-0.6006012877738919,grapefruit,3_3_12,-2.63647149201553,-0.7177799300247775,-2.7469455451520646,0.9074707304445292
10926,3,13,4,200,150,30.33,1035.45,0.07060248770563962,-0.6008568959387451,grapefruit,3_3_13,-2.2273638467028527,-0.7198558909039772,-2.77034127288341,0.03436305621751478
11026,3,14,4,200,150,30.4,1035.49,0.06972133341290154,-0.6036466764808576,grapefruit,3_3_14,-7.545763235768815,-0.7179880260430717,-2.792641232163529,-0.03679197180026749
11225,3,16,4,200,150,30.53,1035.58,0.07258508486430025,-0.6071448567941345,grapefruit,3_3_16,-7.954870881081201,-0.7195490586367624,-2.7797266870608572,-0.11033059005656465
11320,3,17,4,200,150,30.59,1035.61,0.06751844768105629,-0.6054067212731326,grapefruit,3_3_17,0.22728202517379015,-0.7187704170788206,-2.7493710497885897,0.10599851468304596
11418,3,18,4,200,150,30.65,1035.62,0.06861989054697884,-0.6073931618685634,grapefruit,3_3_18,-2.2273638467028527,-0.7215950236935054,-2.6921778995228203,0.46690723748934804
11519,3,19,4,200,150,30.71,1035.67,0.06795902482742525,-0.6098543033415788,grapefruit,3_3_19,-2.2273638467025623,-0.7204689305254386,-2.6759608621665785,-0.04431782797029477
11709,3,21,4,200,150,30.82,1035.75,0.0668575819615027,-0.6100953053255832,grapefruit,3_3_21,-1.4091485560772083,-0.7197584044809925,-2.6700987112021743,-0.11729293772327165
11810,3,22,4,200,150,30.87,1035.76,0.06641700481513357,-0.6113149214264544,grapefruit,3_3_22,-1.818256201389885,-0.717798677413813,-2.575058539097164,0.3862314665436843
12009,3,24,4,200,150,30.98,1035.87,0.0672981591078718,-0.6110666163520255,grapefruit,3_3_24,-1.0000409107645314,-0.7185185771527769,-2.513219775471583,0.3081861193991336
12789,3,32,4,200,150,31.33,1036.22,0.06245181049781216,-0.6088756892247121,grapefruit,3_3_32,-3.4546867826408834,-0.7086399529569946,-2.4271249638808876,0.7405481411949177
12989,3,34,4,200,150,31.42,1036.32,0.06046921333915154,-0.6073931618685634,grapefruit,3_3_34,-1.0000409107645314,-0.7092604915340702,0.404708934358356,0.37160647088293497
13279,3,37,4,200,150,31.53,1036.46,0.06135036763188961,-0.6059033314219903,grapefruit,3_3_37,-5.909332654517526,-0.7025907954282008,0.4516936846659686,0.3670029037081577
13474,3,39,4,200,150,31.6,1036.54,0.05870690475367539,-0.6039022846457107,grapefruit,3_3_39,-1.409148556077499,-0.7004329709502127,0.4513504558565603,1.219463764216472
13958,3,44,4,200,150,31.77,1036.8,0.056283730448645646,-0.6000900714441855,grapefruit,3_3_44,-2.6364714920158203,-0.6951937006277533,0.20084165582428865,-0.17910794427137616
3613,3,10,4,200,150,30.1,1035.32,0.026460011038708337,0.020594341420168943,eucalyptus,1_3_10,-0.18840197445270684,0.3078171547681065,0.6386930538972174,4.040814678914698
3707,3,11,4,200,150,30.15,1035.35,0.02536078209348016,0.007086764219095867,eucalyptus,1_3_11,-0.7970852765306607,0.27327983429747066,0.1619325503059185,-0.17772377220725116
3807,3,12,4,200,150,30.21,1035.35,0.024041707359206223,-0.009154155007419576,eucalyptus,1_3_12,0.8260701956771203,0.3211489911330253,0.17342131742147884,-0.17922208318464167
4101,3,15,4,200,150,30.35,1035.41,0.021623403679704112,-0.04925565239438912,eucalyptus,1_3_15,-3.434712918868413,0.2078044562949177,0.21038002513557924,-0.04109944159309077
4202,3,16,4,200,150,30.39,1035.42,0.019644791578293363,-0.061536969988157574,eucalyptus,1_3_16,-3.637607352894206,0.17486391865981168,-1.4243189577659663,-1.6202369260197953
4302,3,17,4,200,150,30.44,1035.45,0.020524174734475934,-0.0772630473948123,eucalyptus,1_3_17,-0.39129640847864344,0.16068323878102167,-0.02442666129374437,-1.4396793718803427
4398,3,18,4,200,150,30.48,1035.46,0.020304328945430175,-0.08987199160121939,eucalyptus,1_3_18,-0.3912964084787876,0.14874429636839892,0.42827416421253817,3.7734497278574772
4494,3,19,4,200,150,30.52,1035.5,0.01854556263306503,-0.10516747403126332,eucalyptus,1_3_19,0.4202813276252471,0.15375309724988176,0.027319097048184044,-0.4520233508484563
2826,3,2,4,200,150,29.4,1035.23,0.053281197302277344,-0.059880115404242165,eucalyptus,1_3_2,4.275275574118763,-0.04561174132479461,-0.0916242455131685,-1.1504116043603259
4692,3,21,4,200,150,30.59,1035.54,0.018325716844019426,-0.13769611628609973,eucalyptus,1_3_21,0.014492459573229758,0.10950920958815218,-0.06016256189691793,-0.44484090191968756
4993,3,24,4,200,150,30.7,1035.65,0.015028030008334739,-0.15946924488602765,eucalyptus,1_3_24,0.6231757616511837,0.06949185525590645,-0.3252434311217941,-0.8521559124185885
5089,3,25,4,200,150,30.73,1035.67,0.01480818421928898,-0.1708144864436857,eucalyptus,1_3_25,-1.202874144582678,0.05664373486396575,-0.12766048543355143,-0.2968588738507365
5189,3,26,4,200,150,30.77,1035.72,0.01436849264119777,-0.17679601231443115,eucalyptus,1_3_26,-0.9999797105565974,0.05360308585533141,0.023452815785991094,1.3931153623514119
