,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,id,temperature_diff,pressure_diff,humidity_diff,gas_resistance_diff,pca_0,pca_1
11672,3,21,0,320,150,0.036406350900495134,0.000604560797944784,0.05965538969232719,-0.3738316166116267,grapefruit,3_3_21,0.0,0.0,0.0,0.0,-0.9272490498523794,2.128872199072495
11769,3,22,0,320,150,0.03808446993763589,0.0006142215676343872,0.06031233660354488,-0.3760955090171156,grapefruit,3_3_22,0.0,0.0,0.0,0.0,-0.9424351765141628,2.2121232436469094
11967,3,24,0,320,150,0.04144070801191739,0.0007301508039096251,0.058998442781109495,-0.3810275603290735,grapefruit,3_3_24,0.0,0.0,0.0,0.0,-1.0018572104820824,2.6797382214954535
9899,3,3,0,320,150,-0.013601596406298547,6.35576953265678e-05,0.08045870854755337,-0.38674793131794266,grapefruit,3_3_3,0.0,0.0,0.0,0.0,-1.0148341905178602,-1.1803358249126934
10095,3,5,0,320,150,-0.004539753605738624,9.254000439537728e-05,0.07235636330920205,-0.3321315270355239,grapefruit,3_3_5,0.0,0.0,0.0,0.0,-0.7872622121542021,-0.7857053869270202
10195,3,6,0,320,150,-0.0008478917240290385,0.00013118308315378992,0.07148043409424518,-0.3295442214292509,grapefruit,3_3_6,0.0,0.0,0.0,0.0,-0.7853564557942113,-0.5459313698485554
10293,3,7,0,320,150,0.002843970157680547,0.00016982616191220254,0.07060450487928831,-0.3248143033677831,grapefruit,3_3_7,0.0,0.0,0.0,0.0,-0.7789970816984989,-0.3059893342945802
2691,3,1,0,320,150,-0.018204736007402286,5.3822204505643615e-05,0.0691028843045161,-0.597676249531598,eucalyptus,1_3_1,0.0,0.0,0.0,0.0,-1.3080146952065028,-1.3644962349546839
3574,3,10,0,320,150,0.023198312062695188,0.0001600865569907734,0.026944792382015095,-0.016953500938451733,eucalyptus,1_3_10,0.0,0.0,0.0,0.0,0.5058479639409315,0.38875912730671575
3669,3,11,0,320,150,0.02523452754155252,0.0001794073483517061,0.025188205218577432,-0.017963687790927343,eucalyptus,1_3_11,0.0,0.0,0.0,0.0,0.5201313289307785,0.5159114497066437
3768,3,12,0,320,150,0.02693137377393359,0.00018906774403217245,0.023212044659710274,-0.027930864735353375,eucalyptus,1_3_12,0.0,0.0,0.0,0.0,0.5241209911446764,0.6017584571155771
4059,3,15,0,320,150,0.03202191247107668,0.00022770932675425745,0.02123588410084296,-0.05758546100469298,eucalyptus,1_3_15,0.0,0.0,0.0,0.0,0.47753647806341787,0.8852762789964782
4162,3,16,0,320,150,0.03337938945698149,0.0002663509094761228,0.020357590519124204,-0.06768732952944909,eucalyptus,1_3_16,0.0,0.0,0.0,0.0,0.446681708499405,1.04862773597825
4260,3,17,0,320,150,0.03507623568936256,0.0002856717008370555,0.0192597235419758,-0.08286258091330494,eucalyptus,1_3_17,0.0,0.0,0.0,0.0,0.4217987947516343,1.1630546044887111
