,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,id,temperature_diff,pressure_diff,humidity_diff,gas_resistance_diff,pca_0,pca_1
5775,3,32,4,200,150,0.051545889623738184,0.0007521328825231011,0.011950188961695658,-0.21094406611173855,eucalyptus,1_3_32,0.6969992666355269,13.018225515722028,-0.18840197445270684,-0.007072581395993771,0.7133887458313579,-1.2679106941205558
5968,3,34,4,200,150,0.05358442763145672,0.0008294162612776942,0.010631114227421721,-0.22095071893775872,eucalyptus,1_3_34,0.2727388434659906,-1.0014019627478483,-0.39129640847864344,-0.02533936093469337,-1.924070387912818,-1.6631940550352824
6068,3,35,4,200,150,0.05460369663531586,0.0008777183729993149,0.010411268438376116,-0.2269790486103097,eucalyptus,1_3_35,0.27273884346614136,-29.0406569196876,0.21738689359931052,-0.029405695855922113,1.3645668353835654,-1.0415456480494474
6168,3,36,4,200,150,0.05528320930455533,0.0009356809070652597,0.008872347915056577,-0.2314441313025563,eucalyptus,1_3_36,0.6969992666356777,-1.0014019627478483,-1.4057685786084708,-0.019393295339977714,1.5399385915190829,-0.8931625183132264
3119,3,5,4,200,150,0.011114885803988835,9.52241631084007e-05,0.03437445944435164,0.08801989830120106,eucalyptus,1_3_5,-0.151521579703395,-1.0014019627478483,-0.3912964084787876,0.3219822309058327,1.5962623711898303,-0.8105365108834893
3218,3,6,4,200,150,0.013832936480946722,0.0001242054301413731,0.0328355389210321,0.0969781459667776,eucalyptus,1_3_6,0.27273884346614136,-1.0014019627478483,0.014492459573229758,0.33879370152798105,1.6788681897008233,-0.7189999717326642
3313,3,7,4,200,150,0.016211230823284933,0.0001435262748300214,0.029977543663438782,0.08432239795856498,eucalyptus,1_3_7,0.27273884346614136,-1.0014019627478483,-2.420240748738442,0.3297601757014396,1.975445352453525,-0.7484229003962857
3415,3,8,4,200,150,0.018589525165623143,0.00015318669717434552,0.028658468929164845,0.056361806759947335,eucalyptus,1_3_8,0.27273884346614136,-1.0014019627478483,-0.5941908425047242,0.3358352322222828,1.943345158031995,-0.5565827770271549
3513,3,9,4,200,150,0.02062806317334156,0.00016284711951866968,0.027119548405845306,0.04053276098932047,eucalyptus,1_3_9,0.27273884346614136,-1.0014019627478483,-0.39129640847864344,0.3199672678097928,2.0117474353511047,-0.5959698401130392
17253,3,1,5,200,150,-0.02290558135100439,6.503030493799654e-05,0.12979556392841524,-0.8279865572231093,lavender,5_3_1,53.94066526819717,-0.9996334677284991,-3.4199247616551967,-1.0090554289957065,2.128126635185719,-0.46700287458855766
18135,3,10,5,200,150,0.01016021849952677,8.436363883848201e-05,0.09709036259100251,-0.7296546504579638,lavender,5_3_10,9.989012086704625,-0.9996334677284991,-2.5399441212293175,-0.6829365035099603,-1.3492983945430774,-1.8627761646667298
18235,3,11,5,200,150,0.01181350849205335,7.469697188823928e-05,0.09866923437970519,-0.7386378830305255,lavender,5_3_11,-0.9989012086704626,2.665689247275998,-0.5599876802709715,-0.6813723839632659,2.31585209581673,-0.526197616789581
18329,3,12,5,200,150,0.013136140486074569,9.403030578872474e-05,0.09889478749237697,-0.7447509212595149,lavender,5_3_12,-0.9989012086704626,2.665689247275998,-0.33999252016454073,-0.7019117432738033,2.469760025936517,-0.1344206219207693
18430,3,13,5,200,150,0.01478943047860115,0.0001133636396892102,0.09799257504168973,-0.7505824901537066,lavender,5_3_13,-0.9989012086704626,2.665689247275998,-0.33999252016454073,-0.7090326033153324,2.6898340459251435,-0.03418831940115316
18526,3,14,5,200,150,0.016442720471127614,0.0001133636396892102,0.09934589371772067,-0.757381362113964,lavender,5_3_14,-0.9989012086704626,-0.9996334677284991,-0.7799828403774023,-0.7076331279314481,0.12500523346447254,-1.5461796522909248
18720,3,16,5,200,150,0.019087984459170166,0.00012303030663945294,0.10024810616840789,-0.7648026380962392,lavender,5_3_16,-0.9989012086704626,-0.9996334677284991,0.31999296015490786,-0.7511815089946715,-2.887640821667695,-1.0479742138016526
18817,3,17,5,200,150,0.020410616453191387,0.00010369697273896748,0.10002255305573612,-0.7717838704705909,lavender,5_3_17,-0.9989012086704626,-0.9996334677284991,-1.439968320696851,-0.7371867551558284,-1.9174090465790488,-0.38988445453022347
18915,3,18,5,200,150,0.021733248447212604,0.00012303030663945294,0.10092476550642335,-0.7773418987436409,lavender,5_3_18,-0.9989012086704626,-0.9996334677284991,0.5399881202613386,-0.7202695674271092,-1.9797066821805986,-0.530858837417614
19014,3,19,5,200,150,0.022725222442728576,0.0001133636396892102,0.09866923437970519,-0.780093162382369,lavender,5_3_19,-0.9989012086704626,-0.9996334677284991,-2.3199489611228867,-0.7386273915804152,-1.978590151873271,-0.3013442020742272
17350,3,2,5,200,150,-0.013316499394350381,7.469697188823928e-05,0.11829235518215274,-0.7355734352023745,lavender,5_3_2,9.989012086704625,-0.9996334677284991,1.6399639207936485,-0.8434645622496308,-2.031007161679281,-0.37303443812503345
19215,3,21,5,200,150,0.025039828432265765,0.00013269697358969567,0.10115031861909511,-0.7856670480827317,lavender,5_3_21,-0.9989012086704626,-0.9996334677284991,-0.7799828403775586,-0.759372556094465,-2.0009740635092075,-0.2107519712066296
19310,3,22,5,200,150,0.026031802427781737,0.00013269697358969567,0.1016014248444388,-0.7900555910914809,lavender,5_3_22,-0.9989012086704626,2.665689247275998,-0.5599876802709715,-0.7445957424822748,-2.0888250873009473,0.025964175450188913
19406,3,23,5,200,150,0.027023776423297594,0.00012303030663945294,0.1038569559711568,-0.7925015992544423,lavender,5_3_23,-0.9989012086704626,-4.664956182732996,1.4199687606872178,-0.7557503845126468,-2.1234752790119273,-0.1517796860420045
19508,3,24,5,200,150,0.028015750418813566,0.0001423636405401582,0.10250363729512603,-0.7945194568799647,lavender,5_3_24,-0.9989012086704626,-0.9996334677284991,1.4199687606872178,-0.7703213929213245,-2.0831161094334627,0.07206371740862429
19610,3,25,5,200,150,0.029007724414329538,0.00015203030749040092,0.10340584974581327,-0.797104217531911,lavender,5_3_25,-0.9989012086704626,-0.9996334677284991,1.8599590809002355,-0.7577261144663657,-2.118954808829243,0.12149933736154286
17447,3,3,5,200,150,-0.008356629416770754,6.503030493799654e-05,0.10859357133726485,-0.6958704015685682,lavender,5_3_3,9.989012086700722,-4.664956182732996,0.09999780004832076,-0.7520047298087211,-2.4862079137585016,-1.15829618826624
17546,3,4,5,200,150,-0.004719391433212229,8.436363883848201e-05,0.10340584974581327,-0.6809564911811115,lavender,5_3_4,-0.9989012086704626,-0.9996334677284991,-1.8799586409098688,-0.736980949952316,-2.120995453699653,0.42444185533013434
17645,3,5,5,200,150,-0.0014128114481591833,0.00010369697273896748,0.10408250908382873,-0.6883064087404801,lavender,5_3_5,9.989012086700722,6.331011962280495,1.199973600580787,-0.6679127236535551,-2.217227539304814,0.11389012827518052
17741,3,6,5,200,150,0.0012324525398833704,9.403030578872474e-05,0.09912034060504873,-0.6942212291280626,lavender,5_3_6,-0.9989012086704626,-0.9996334677284991,-2.099953801016456,-0.6388530289176045,-2.165648043600579,0.37798238731250294
18038,3,9,5,200,150,0.008176270508494824,5.536363798775382e-05,0.09799257504168973,-0.7209568515770282,lavender,5_3_9,-0.9989012086704626,-0.9996334677284991,-5.3998812026135425,-0.6817428333295883,-2.1924797620923058,0.38140147536891633
9753,3,1,5,200,150,-0.029000883198909377,3.508386565880776e-05,0.09490037331434349,-0.7079926072712954,grapefruit,3_3_1,7.63504485588836,-20.038072337007478,-6.114937754548767,-0.9826081651227776,-2.2021255063261886,0.4293619889624133
10640,3,10,5,200,150,0.011317417833720743,0.0002476209068969933,0.06856482667891217,-0.6048859772249184,grapefruit,3_3_10,-0.999827302556831,-20.038072337007478,0.46150473619207566,-0.10953804846574253,-2.119893471920477,-1.011628683886583
10840,3,12,5,200,150,0.016693191304738085,0.0002959247799058915,0.06834536379028362,-0.6062183365635548,grapefruit,3_3_12,-0.999827302556831,18.034265103263444,1.9229364008014402,-0.24473057914596866,-1.9527958478660539,-0.8054100656350969
10938,3,13,5,200,150,0.01904509219830806,0.0003345678783128343,0.06680912356988346,-0.6110491609140708,grapefruit,3_3_13,-0.999827302556831,-20.038072337007478,-0.26921109611234695,-0.18026484410462584,-1.8673015561833253,-0.6977119866762278
11035,3,14,5,200,150,0.021396993091878154,0.0003732109767197771,0.06680912356988346,-0.6112698584732315,grapefruit,3_3_14,-0.999827302556831,-20.038072337007478,2.6536522331058627,-0.22142552025512352,-1.8866101627169525,-0.6307414761627657
11234,3,16,5,200,150,0.02576480903707983,0.00045049717353366276,0.0652728833494833,-0.6210541169293528,grapefruit,3_3_16,-0.999827302556831,-1.0019036168720152,-11.960664412985187,-0.1381766034211592,-1.8841105852993627,-0.47110518268140333
11329,3,17,5,200,150,0.027780724088711285,0.0004794794973388699,0.06571180912674056,-0.6210541169293528,grapefruit,3_3_17,-0.999827302556831,-1.0019036168720152,6.307231394629015,-0.1105815585653326,-2.1890043990624046,-1.2232565691264645
11429,3,18,5,200,150,0.029796639140342744,0.0004988010465425609,0.06505342046085474,-0.6189860990601809,grapefruit,3_3_18,-0.999827302556831,-20.03807233744031,0.4615047361925949,-0.1714529810414207,-1.6127149997296726,0.281956794058145
11530,3,19,5,200,150,0.03181255419197432,0.0005374441449495038,0.0648339575722262,-0.6226970876475485,grapefruit,3_3_19,-0.999827302556831,-1.0019036168720152,1.9229364008019594,-0.15788734974674964,-1.6314681223411338,0.44733429558882326
11718,3,21,5,200,150,0.03550839845329872,0.0006050695671616538,0.06351718024045458,-0.6243155364147265,grapefruit,3_3_21,-0.999827302556831,18.034265103263444,1.1922205684970175,-0.13875633125426481,-1.598261407085044,0.7898381281280793
11820,3,22,5,200,150,0.03718832766299166,0.0006437126655685966,0.06329771735182603,-0.6247242355983572,grapefruit,3_3_22,-0.999827302556831,-39.074241057142935,1.9229364008019594,-0.15232196254893587,-1.5464747708809852,0.6016323836239961
12017,3,24,5,200,150,0.040884171924316065,0.0007306596369842179,0.06154201424279716,-0.6251247607983155,grapefruit,3_3_24,-0.999827302556831,-1.0019036168720152,-6.845653586853708,-0.1426984805193829,-1.714199589667549,1.1854966717298638
9948,3,3,5,200,150,-0.012873562785857353,8.338773866748629e-05,0.07866011955582751,-0.5933688342302026,grapefruit,3_3_3,0.7271471291319618,-1.0019036168720152,-2.461358593026134,-0.3363275767766536,-1.7087686361802583,1.3624458402723012
10143,3,5,5,200,150,-0.004137930895454127,0.0001027092878709577,0.07427086178325573,-0.5883254863041986,grapefruit,3_3_5,0.7271471291325753,-1.0019036168720152,-1.7306427607211923,-0.2580643193073975,-1.7509405911756646,1.5567123062506456
10244,3,6,5,200,150,-0.00044208663412972774,0.00013169161167616482,0.07273462156285557,-0.5895352358877458,grapefruit,3_3_6,0.7271471291325753,-20.038072337007478,-3.1920744253300377,-0.23649844391586913,-1.7336958348489064,1.664858042980156
10343,3,7,5,200,150,0.0029177717852561552,0.00016067393548137193,0.0722956957855983,-0.5947829334055652,grapefruit,3_3_7,0.7271471291325753,18.034265103263444,1.1922205684970175,-0.22722279858617953,-1.7621326648946174,2.044660522344096
2738,3,1,5,200,150,-0.010142184350000999,7.590331841975242e-05,0.06271207603687166,-0.3472954795665065,eucalyptus,1_3_1,7.748643987302144,1.6240977081143052e-08,2.360132167401406,-0.8932509925996086,-1.7773981781705814,2.150476530779475
3620,3,10,5,200,150,0.022468092603112347,0.00016284711951866968,0.027522935174498834,-0.06776662894031664,eucalyptus,1_3_10,-0.9998250306196416,1.6240977081143052e-08,-2.6801500884049663,0.9732024703322897,-1.9220344781912062,2.781041584118097
3718,3,11,5,200,150,0.024166544527753568,0.00019182838655164208,0.024663817479431145,-0.0872631704301808,eucalyptus,1_3_11,-0.9998250306196416,1.6240977081143052e-08,1.8001008056448775,1.0242611381808846,-1.6840046568171874,-1.131029519472774
3816,3,12,5,200,150,0.02620468683732323,0.00019182838655164208,0.025103681740210715,-0.10135878122400704,eucalyptus,1_3_12,-0.9998250306196416,1.6240977081143052e-08,-2.6801500884049663,0.9848919277663093,-1.6626295563622129,-0.8681782325713091
4110,3,15,5,200,150,0.03096035222631894,0.0002594513429621307,0.022904360436312384,-0.14451508161526458,eucalyptus,1_3_15,-0.9998250306196416,10000.000162416918,-3.2401814501610975,0.9777238642454482,-1.6288845255815405,-0.7024004006703438
4211,3,16,5,200,150,0.03265880415096016,0.00026911176530645487,0.022024631914753085,-0.15934718295855055,eucalyptus,1_3_16,0.7498687729643427,10000.000162416918,-6.040338258942151,0.9929422144897379,-1.547644337695918,-0.3245918938108171
4311,3,17,5,200,150,0.03401756569067331,0.00028843260999510313,0.023344224697092113,-0.16973988293425987,eucalyptus,1_3_17,-0.9998250306196416,1.6240977081143052e-08,-7.160400982454811,0.9197176886766341,-1.1776911192501716,-0.5639973540208149
4406,3,18,5,200,150,0.035376327230386334,0.0002980930323394273,0.02246449617553281,-0.1798870860601493,eucalyptus,1_3_18,-0.9998250306196416,1.6240977081143052e-08,-5.480306897186417,0.8805690340627006,1.1054171029826279,0.34239878846106425
4503,3,19,5,200,150,0.03673508877009936,0.0003367347217167238,0.019605378480464966,-0.19202895109082546,eucalyptus,1_3_19,-0.9998250306196416,1.6240977081143052e-08,-2.6801500884049663,0.8312748126192407,1.0828376812944278,0.47097578090733794
2836,3,2,5,200,150,-0.0006308535720095761,7.590331841975242e-05,0.04863641969192253,-0.07761719003934035,eucalyptus,1_3_2,2.4995625765495704,1.6240977081143052e-08,11.880665317257224,0.13134097928223876,0.8556645296212486,0.5695531714955016
4701,3,21,5,200,150,0.03945261184952553,0.0003753764110940204,0.020045242741244695,-0.20959220488835786,eucalyptus,1_3_21,0.7498687729649643,1.6240977081143052e-08,-4.360244173673757,0.6374062638550294,0.8754669437867385,0.9059861648399765
5003,3,24,5,200,150,0.0428495156988081,0.0004913014792261297,0.01850571782851588,-0.23454082225130576,eucalyptus,1_3_24,-0.9998250306196416,10000.000162416918,-8.840495067723602,0.6498676665912956,0.7491757196365897,0.9546081491057641
5099,3,25,5,200,150,0.04386858685359293,0.000510622323914778,0.017625989306956576,-0.23921549143329313,eucalyptus,1_3_25,-0.9998250306196416,10000.000162416918,-7.160400982455209,0.5666078518489863,0.8239295968050131,1.1031891829966822
5200,3,26,5,200,150,0.04522734839330595,0.0005396035909477504,0.015426668003058246,-0.24513810293519836,eucalyptus,1_3_26,-0.9998250306196416,-10000.000162384436,-2.6801500884049663,0.55999117782973,0.7321085055377934,1.2166111437638527
5397,3,28,5,200,150,0.047265490702875494,0.0006168869697023435,0.014546939481498943,-0.2567071419829614,eucalyptus,1_3_28,-0.9998250306196416,10000.000162416918,-0.44002464138004466,0.5468681076915382,0.6744813215212178,1.3243898117464992
2937,3,3,5,200,150,0.004124811816986014,7.590331841975242e-05,0.0411587272586684,0.014781686811626575,eucalyptus,1_3_3,0.7498687729643427,1.6240977081143052e-08,-0.44002464138004466,0.48820026472079847,0.002032175803045163,-0.5854510677745861
5593,3,30,5,200,150,0.04930363301244515,0.0006845099261126125,0.0134472788295497,-0.26297754068877816,eucalyptus,1_3_30,-0.9998250306196416,1.6240977081143052e-08,-2.1201187266484376,0.42401852673401175,0.6263784977357545,1.55039243567527
5784,3,32,5,200,150,0.05134177532201469,0.0007617933048674252,0.012567550307990399,-0.27098687541415256,eucalyptus,1_3_32,-0.9998250306196416,10000.000162416918,-1.5600873648923066,0.436369651569957,0.5762148383562148,2.0091679113660663
5979,3,34,5,200,150,0.053379917631584346,0.0008390766836220184,0.014327007351109002,-0.28647363502362494,eucalyptus,1_3_34,-0.9998250306196416,10000.000162416918,-9.400526429479733,0.48544331721277495,0.4478765735579232,2.0956936598942013
6079,3,35,5,200,150,0.054398988786369055,0.000887378795343639,0.011687821786431097,-0.28937868107982717,eucalyptus,1_3_35,-0.9998250306196416,10000.000162416918,-3.2401814501610975,0.4457432730972368,0.43974005552145207,2.250945386994302
6178,3,36,5,200,150,0.055078369556225575,0.0009356809070652597,0.011467889656041312,-0.2911073880639756,eucalyptus,1_3_36,-0.9998250306196416,1.6240977081143052e-08,-6.600369620698679,0.4117776797983875,0.32630793198397345,2.3529193366467225
3129,3,5,5,200,150,0.01125830990047958,0.00010488458545272484,0.0345607633469734,0.03585349975450179,eucalyptus,1_3_5,0.7498687729643427,10000.000162416918,-0.44002464138004466,0.6504190560929002,0.6268290158350498,-0.4468460224281612
3229,3,6,5,200,150,0.013636142594977438,0.0001242054301413731,0.03126178139112598,0.027322484223260078,eucalyptus,1_3_6,-0.9998250306196416,1.6240977081143052e-08,4.040226252669799,0.8479267755677026,0.29219001718390936,2.8016539432692236
3324,3,7,5,200,150,0.01635366567440361,0.0001435262748300214,0.030601984999956467,0.010669614577143159,eucalyptus,1_3_7,0.7498687729649643,1.6240977081143052e-08,-1.5600873648923066,0.8783634760562818,0.2054356131115217,3.1483364712760307
3426,3,8,5,200,150,0.01839180798397315,0.00015318669717434552,0.030821917130346252,-0.011650140685649915,eucalyptus,1_3_8,-0.9998250306196416,1.6240977081143052e-08,-5.480306897186019,0.7895897662979257,0.22839862577394768,3.3833156394279196
3523,3,9,5,200,150,0.020429950293542685,0.00015318669717434552,0.0319215777822955,-0.027617664959352934,eucalyptus,1_3_9,-0.9998250306196416,-10000.000162384436,-12.200683238261183,0.7752536392562036,0.1570397158425633,3.515714703774775
17263,3,1,6,200,150,-0.021546412726476023,6.678799813210145e-05,0.1307040721964258,-0.8139250592515912,lavender,5_3_1,4.499505054444403,-1.000550302666467,-4.30047305203502,-1.0047339362143772,0.20736759192036167,3.7795212130895077
18146,3,10,6,200,150,0.00985665742577995,8.612136601244661e-05,0.09912016019540658,-0.7311375884904147,lavender,5_3_10,-0.9998900120986692,-1.000550302666467,-9.80107811859273,-0.7110147153418712,1.020408948202007,-0.24890555147620552
18244,3,11,6,200,150,0.011840009224869762,7.645468207227402e-05,0.09912016019540658,-0.7388282980105674,lavender,5_3_11,0.0999890012097107,-1.000550302666467,-2.1002310254125605,-0.7362444432886122,1.248309343239264,0.06236862725113429
18339,3,12,6,200,150,0.013162243757596302,9.578804995261919e-05,0.09934575956684238,-0.7452051244908275,lavender,5_3_12,0.0999890012097107,-1.000550302666467,-2.1002310254125605,-0.7390417692016836,1.1683451538086205,0.08636976159933943
18439,3,13,6,200,150,0.014815036923504535,0.00011512141783296434,0.09934575956684238,-0.7512780887696794,lavender,5_3_13,0.0999890012097107,-1.000550302666467,-6.500715078658261,-0.7418390951147551,1.1537721052876355,0.17314103413226842
18533,3,14,6,200,150,0.016137271456231075,0.00012478810177313693,0.10024815705258594,-0.757231220067694,lavender,5_3_14,-0.9998900120986692,-6.503576967332036,-4.300473052035802,-0.7592685873423544,1.122792127482779,0.26338604033075114
18730,3,16,6,200,150,0.01911229915486585,0.00011512141783296434,0.09979695830971416,-0.768174539067711,lavender,5_3_16,0.0999890012097107,4.5024763619991015,2.3002530278331395,-0.7224191979105473,0.7864060336742801,-0.9609905946319279
18827,3,17,6,200,150,0.02043453368759251,0.00011512141783296434,0.09889456082397077,-0.7729293405573547,lavender,5_3_17,0.09998900121010146,-6.503576967332036,5.60061606776761,-0.7573857718239408,1.055372633100042,-0.982326434890693
18925,3,18,6,200,150,0.021426209587137354,0.00012478810177313693,0.10092495516689336,-0.7779024092620945,lavender,5_3_18,-0.9998900120986692,-1.000550302666467,0.10001100121068023,-0.7702965068073477,1.173811083525775,-0.6038614585950771
19025,3,19,6,200,150,0.02274844411986401,0.00010545473389279176,0.10092495516689336,-0.7809624300227563,lavender,5_3_19,0.09998900121010146,4.5024763619991015,-10.90119913190396,-0.7691668174962997,1.1944486063732036,-0.41896974567676926
17360,3,2,6,200,150,-0.012951888263753396,7.645468207227402e-05,0.11333292059586529,-0.7277309080351885,lavender,5_3_2,1.1998680145184815,-1.000550302666467,24.302673294061638,-0.8341508502461141,1.3334945417268955,-1.034790490706847
19223,3,21,6,200,150,0.02473179591895382,0.00012478810177313693,0.10160175328120094,-0.787587481963322,lavender,5_3_21,-0.9998900120986692,4.5024763619991015,-2.1002310254125605,-0.7615279659644506,1.094556195604982,-1.0921392737422744
19320,3,22,6,200,150,0.026054030451680362,0.00014412146965370187,0.10227855139550852,-0.7905148304951998,lavender,5_3_22,0.0999890012097107,-6.5035769674571595,-3.20035203872379,-0.7842831363727052,1.5287882171238383,-0.8930578213304726
19415,3,23,6,200,150,0.027045706351225326,0.0001344547857133095,0.10047375642402175,-0.7931254775777224,lavender,5_3_23,0.09998900121010146,-6.503576967332036,16.60182620088147,-0.7846596994763878,1.6351949972239648,-0.8975734861848734
19519,3,24,6,200,150,0.02803738225077029,0.00014412146965370187,0.1029553495098161,-0.7955563751889894,lavender,5_3_24,0.09998900121010146,-1.000550302666467,-2.1002310254125605,-0.7814858104596336,1.8703139887434115,-0.5168129290847436
19618,3,25,6,200,150,0.02869849951713356,0.00015378815359387446,0.10250415076694433,-0.7965792352754204,lavender,5_3_25,-0.9998900120986692,-1.000550302666467,4.500495054456381,-0.803703033576913,1.9465225718743442,-0.6096975053777683
17457,3,3,6,200,150,-0.007993508766028693,7.645468207227402e-05,0.1079185356814048,-0.6921576317238309,lavender,5_3_3,1.199868014518872,-6.503576967332036,3.400374041144369,-0.7425384265930229,0.4322219287616548,-1.3144098911530913
17555,3,4,6,200,150,-0.004357363801030649,8.612136601244661e-05,0.10430894573843126,-0.6833499076323039,lavender,5_3_4,1.1998680145184815,-1.000550302666467,-4.300473052035802,-0.6508722082108342,-1.6604857712312078,-2.025507009434707
17655,3,5,6,200,150,-0.001382336102395875,0.00010545473389279176,0.1034065482526877,-0.6860718281970323,lavender,5_3_5,0.09998900121010146,-1.000550302666467,3.400374041145151,-0.716394188251624,1.1217670080945914,-0.97249012541365
17751,3,6,6,200,150,0.0012621329630572054,9.578804995261919e-05,0.10092495516689336,-0.6905912434743173,lavender,5_3_6,0.0999890012097107,-1.000550302666467,-8.700957105281502,-0.7398486901381466,1.5331301746150208,-0.8826242235921016
18048,3,9,6,200,150,0.008203864259871718,5.712131419192887e-05,0.10521134322417465,-0.7212898853151941,lavender,5_3_9,0.09998900121010146,-1.000550302666467,-35.10386142475648,-0.7167707513553068,1.5806481149954055,-0.6753471358953608
9764,3,1,6,200,150,-0.02773358693580416,3.762627042232258e-05,0.09393407199562584,-0.6938093058589959,grapefruit,3_3_1,2.958099150483885,-1.0003801444548932,-11.853925363114348,-0.9377265800877229,1.7616576350956736,-0.6996944433109662
10651,3,10,6,200,150,0.01122423690518525,0.00025982465115943017,0.07177011230552313,-0.6245798858569109,grapefruit,3_3_10,-0.2083168415835504,-4.801824693469923,39.70350904754148,-0.2858939643200899,1.9026147495803907,-0.598558499386209
10848,3,12,6,200,150,0.01659772984877,0.0002984678478093237,0.06672287396025212,-0.6279732296228399,grapefruit,3_3_12,-0.2083168415835504,-1.0003801444548932,-19.994572901639057,-0.25384353594074544,2.1860267649242773,-0.5067269607966702
10948,3,13,6,200,150,0.018948633011588337,0.00032745024529674387,0.06760065454203834,-0.629839134762673,grapefruit,3_3_13,-0.20831684158326916,2.8010644044737014,9.854468072950251,-0.30669862835580475,2.1619624717824046,-0.4805442383270519
11045,3,14,6,200,150,0.021299536174406674,0.0003660934419466374,0.06738120939659183,-0.6305768181900488,grapefruit,3_3_14,-0.20831684158326916,2.8010644044737014,7.140918893442658,-0.29854544920667325,-1.3022812344586698,-1.965438062519989
11242,3,16,6,200,150,0.025665499191069245,0.0004433798352464245,0.0654062030875727,-0.6320435064162432,grapefruit,3_3_16,-0.2083168415835504,2.8010644044737014,1.7138205344255437,-0.44305352102231416,2.191393841379832,-0.3108186053608868
11338,3,17,6,200,150,0.0276805590449136,0.0004916838310587915,0.06452842250578647,-0.6353066707538116,grapefruit,3_3_17,-0.20831684158326916,-4.801824693383488,-14.56747454262387,-0.39019842860725484,2.317496182832299,-0.27872725213479865
11439,3,18,6,200,150,0.02969561889875784,0.0005110054293839579,0.062772861342214,-0.6342218421841412,grapefruit,3_3_18,-0.20831684158326916,-4.801824693383488,-28.13522044016376,-0.3722052056574474,2.260728093264289,-0.29560908613159714
11541,3,19,6,200,150,0.03171067875260208,0.000539987826871378,0.0654062030875727,-0.6335015160138802,grapefruit,3_3_19,-0.2083168415835504,-1.0003801444548932,7.1409188934407295,-0.44769239881406137,2.5478709089992986,-0.1373599290404295
11729,3,21,6,200,150,0.035404955151316565,0.0006172742201711652,0.06365064192400023,-0.6356624945246635,grapefruit,3_3_21,-0.2083168415835504,-4.801824693383488,1.7138205344255437,-0.44052322404499744,2.581010609851872,-0.33332964566772705
11831,3,22,6,200,150,0.03708417169618682,0.0006559174168210587,0.0632117516331072,-0.6388649084623305,grapefruit,3_3_22,-0.2083168415835504,-4.801824693383488,-0.9997286450820492,-0.3956807387247743,2.638159506463921,-0.09509722050421593
12028,3,24,6,200,150,0.04077844809490132,0.0007332038101208458,0.06562564823301936,-0.6377974371497749,grapefruit,3_3_24,-0.2083168415835504,-1.0003801444548932,50.557705765573786,-0.419859132063578,-0.45937006253132984,-1.858387541571052
9959,3,3,6,200,150,-0.012620638031972086,8.593026623468951e-05,0.0776951312325802,-0.6053740808594665,grapefruit,3_3_3,0.5832871564333788,-1.0003801444548932,-11.853925363114348,-0.3989138959735678,-0.06864325530438256,-1.5511334576199447
10153,3,5,6,200,150,-0.004224555307620922,0.00011491266372210968,0.07396456375998862,-0.6053740808594665,grapefruit,3_3_5,-0.2083168415835504,-4.801824693383488,-3.71327782459157,-0.3121809384733242,0.4011225241809766,-1.2979746552272788
10252,3,6,6,200,150,-0.000530278908906309,0.00014389506120952983,0.07264789288730936,-0.6099477181091968,grapefruit,3_3_6,-0.20831684158326916,-4.801824693383488,-0.9997286450820492,-0.25890412989537875,0.5753267517368396,-1.140810362288481
10351,3,7,6,200,150,0.0028281541808340854,0.0001632166595344766,0.07133122201462994,-0.6132108824467654,grapefruit,3_3_7,-0.2083168415835504,-1.0003801444548932,-11.853925363114348,-0.2962962963379473,-1.8142703990448552,-1.9719706027385575
2749,3,1,6,200,150,-0.00887660039708863,7.521323635282017e-05,0.06038263689400117,-0.31539890722050773,eucalyptus,1_3_1,2.888664215005638,-0.9986019572598349,3.3556599538651524,-0.7739682140656473,1.1686302628874867,-1.0154341562739326
