,sensor_index,fingerprint_index,position,plate_temperature,heater_duration,temperature,pressure,humidity,gas_resistance,label,id,gas_resistance_diff,label_enc
46,1,1,0,320,150,24.72,1022.76,45.3,10695,air,0_1_1,0.0,0
54,1,1,1,100,150,24.79,1022.76,45.18,247283,air,0_1_1,236588.0,0
62,1,1,2,100,150,24.82,1022.75,45.07,262295,air,0_1_1,15012.0,0
70,1,1,3,100,150,24.84,1022.75,45.04,277883,air,0_1_1,15588.0,0
78,1,1,4,200,150,24.86,1022.76,44.86,45230,air,0_1_1,-232653.0,0
86,1,1,5,200,150,24.89,1022.76,44.98,48753,air,0_1_1,3523.0,0
93,1,1,6,200,150,24.93,1022.76,44.61,51426,air,0_1_1,2673.0,0
101,1,1,7,320,150,24.97,1022.75,44.6,13734,air,0_1_1,-37692.0,0
109,1,1,8,320,150,25.02,1022.75,44.36,17117,air,0_1_1,3383.0,0
117,1,1,9,320,150,25.06,1022.74,44.36,20447,air,0_1_1,3330.0,0
7790,1,101,0,320,150,31.01,1023.11,32.7,97673,air,0_1_101,0.0,0
7798,1,101,1,100,150,31.03,1023.11,32.76,7045367,air,0_1_101,6947694.0,0
7806,1,101,2,100,150,31.01,1023.12,32.75,6155927,air,0_1_101,-889440.0,0
7814,1,101,3,100,150,30.98,1023.13,32.75,5628307,air,0_1_101,-527620.0,0
7822,1,101,4,200,150,30.95,1023.14,32.76,433347,air,0_1_101,-5194960.0,0
7830,1,101,5,200,150,30.95,1023.14,32.63,405063,air,0_1_101,-28284.0,0
7838,1,101,6,200,150,30.96,1023.14,32.82,381307,air,0_1_101,-23756.0,0
7846,1,101,7,320,150,30.96,1023.14,32.79,75829,air,0_1_101,-305478.0,0
7855,1,101,8,320,150,30.98,1023.14,32.79,85476,air,0_1_101,9647.0,0
7862,1,101,9,320,150,31.01,1023.15,32.81,91822,air,0_1_101,6346.0,0
7870,1,102,0,320,150,31.03,1023.15,32.6,97338,air,0_1_102,0.0,0
7878,1,102,1,100,150,31.05,1023.15,32.71,7246351,air,0_1_102,7149013.0,0
7886,1,102,2,100,150,31.02,1023.14,32.7,6201363,air,0_1_102,-1044988.0,0
7894,1,102,3,100,150,30.99,1023.14,32.49,5599453,air,0_1_102,-601910.0,0
7902,1,102,4,200,150,30.97,1023.15,32.68,430343,air,0_1_102,-5169110.0,0
7908,1,102,5,200,150,30.97,1023.15,32.75,403865,air,0_1_102,-26478.0,0
7916,1,102,6,200,150,30.97,1023.15,32.75,381947,air,0_1_102,-21918.0,0
7923,1,102,7,320,150,30.98,1023.14,32.75,75829,air,0_1_102,-306118.0,0
7931,1,102,8,320,150,31.0,1023.14,32.78,85390,air,0_1_102,9561.0,0
7937,1,102,9,320,150,31.03,1023.13,32.74,91822,air,0_1_102,6432.0,0
7944,1,103,0,320,150,31.05,1023.13,32.71,97505,air,0_1_103,0.0,0
7952,1,103,1,100,150,31.07,1023.13,32.7,7077322,air,0_1_103,6979817.0,0
7961,1,103,2,100,150,31.04,1023.12,32.72,6201363,air,0_1_103,-875959.0,0
7969,1,103,3,100,150,31.01,1023.13,32.65,5645762,air,0_1_103,-555601.0,0
7977,1,103,4,200,150,30.98,1023.14,32.72,431703,air,0_1_103,-5214059.0,0
7985,1,103,5,200,150,30.98,1023.13,32.72,405063,air,0_1_103,-26640.0,0
7993,1,103,6,200,150,30.99,1023.12,32.68,381094,air,0_1_103,-23969.0,0
8002,1,103,7,320,150,31.0,1023.11,32.73,75964,air,0_1_103,-305130.0,0
8011,1,103,8,320,150,31.02,1023.12,32.72,85220,air,0_1_103,9256.0,0
8019,1,103,9,320,150,31.04,1023.13,32.71,92020,air,0_1_103,6800.0,0
8026,1,104,0,320,150,31.06,1023.13,32.59,97841,air,0_1_104,0.0,0
8032,1,104,1,100,150,31.08,1023.13,32.77,7072739,air,0_1_104,6974898.0,0
8040,1,104,2,100,150,31.06,1023.12,32.65,6194329,air,0_1_104,-878410.0,0
8048,1,104,3,100,150,31.02,1023.14,32.66,5587995,air,0_1_104,-606334.0,0
8056,1,104,4,200,150,31.0,1023.13,32.63,427915,air,0_1_104,-5160080.0,0
8064,1,104,5,200,150,31.0,1023.13,32.66,402674,air,0_1_104,-25241.0,0
8072,1,104,6,200,150,31.0,1023.13,32.8,380457,air,0_1_104,-22217.0,0
8080,1,104,7,320,150,31.01,1023.13,32.74,76100,air,0_1_104,-304357.0,0
8088,1,104,8,320,150,31.03,1023.13,32.64,85562,air,0_1_104,9462.0,0
8096,1,104,9,320,150,31.06,1023.13,32.68,91136,air,0_1_104,5574.0,0
8257,1,107,0,320,150,31.11,1023.13,32.57,98009,air,0_1_107,0.0,0
8264,1,107,1,100,150,31.12,1023.14,32.66,7022718,air,0_1_107,6924709.0,0
8272,1,107,2,100,150,31.1,1023.13,32.57,6301539,air,0_1_107,-721179.0,0
8280,1,107,3,100,150,31.07,1023.14,32.59,5722669,air,0_1_107,-578870.0,0
8288,1,107,4,200,150,31.04,1023.14,32.56,429530,air,0_1_107,-5293139.0,0
8296,1,107,5,200,150,31.04,1023.13,32.59,402912,air,0_1_107,-26618.0,0
8304,1,107,6,200,150,31.05,1023.14,32.48,382161,air,0_1_107,-20751.0,0
8312,1,107,7,320,150,31.05,1023.14,32.63,75829,air,0_1_107,-306332.0,0
8320,1,107,8,320,150,31.08,1023.14,32.61,84881,air,0_1_107,9052.0,0
8327,1,107,9,320,150,31.1,1023.15,32.64,91822,air,0_1_107,6941.0,0
8334,1,108,0,320,150,31.12,1023.15,32.68,96896,air,0_1_108,0.0,0
8341,1,108,1,100,150,31.14,1023.15,32.54,7063592,air,0_1_108,6966696.0,0
8348,1,108,2,100,150,31.12,1023.15,32.55,6233213,air,0_1_108,-830379.0,0
8357,1,108,3,100,150,31.08,1023.15,32.5,5675096,air,0_1_108,-558117.0,0
8366,1,108,4,200,150,31.06,1023.15,32.48,429530,air,0_1_108,-5245566.0,0
8374,1,108,5,200,150,31.06,1023.14,32.6,414659,air,0_1_108,-14871.0,0
8382,1,108,6,200,150,31.06,1023.15,32.67,381947,air,0_1_108,-32712.0,0
8389,1,108,7,320,150,31.07,1023.15,32.69,75897,air,0_1_108,-306050.0,0
8397,1,108,8,320,150,31.09,1023.14,32.6,84881,air,0_1_108,8984.0,0
8404,1,108,9,320,150,31.11,1023.15,32.66,91625,air,0_1_108,6744.0,0
8489,1,110,0,320,150,31.15,1023.16,32.56,97729,air,0_1_110,0.0,0
8497,1,110,1,100,150,31.17,1023.16,32.61,7049914,air,0_1_110,6952185.0,0
8504,1,110,2,100,150,31.14,1023.15,32.5,6211943,air,0_1_110,-837971.0,0
8513,1,110,3,100,150,31.11,1023.15,32.71,5657459,air,0_1_110,-554484.0,0
8520,1,110,4,200,150,31.08,1023.15,32.58,434174,air,0_1_110,-5223285.0,0
8528,1,110,5,200,150,31.08,1023.15,32.56,402674,air,0_1_110,-31500.0,0
8536,1,110,6,200,150,31.09,1023.15,32.48,381947,air,0_1_110,-20727.0,0
8545,1,110,7,320,150,31.1,1023.15,32.56,76032,air,0_1_110,-305915.0,0
8553,1,110,8,320,150,31.12,1023.16,32.55,85135,air,0_1_110,9103.0,0
8561,1,110,9,320,150,31.14,1023.15,32.56,91822,air,0_1_110,6687.0,0
8568,1,111,0,320,150,31.17,1023.16,32.61,97450,air,0_1_111,0.0,0
8575,1,111,1,100,150,31.18,1023.15,32.4,7031760,air,0_1_111,6934310.0,0
8583,1,111,2,100,150,31.16,1023.14,32.48,6142081,air,0_1_111,-889679.0,0
8592,1,111,3,100,150,31.13,1023.14,32.49,5657459,air,0_1_111,-484622.0,0
8599,1,111,4,200,150,31.1,1023.15,32.52,431703,air,0_1_111,-5225756.0,0
8607,1,111,5,200,150,31.1,1023.15,32.55,400548,air,0_1_111,-31155.0,0
8614,1,111,6,200,150,31.11,1023.15,32.55,379400,air,0_1_111,-21148.0,0
8622,1,111,7,320,150,31.11,1023.15,32.53,75897,air,0_1_111,-303503.0,0
8630,1,111,8,320,150,31.14,1023.15,32.55,85562,air,0_1_111,9665.0,0
8638,1,111,9,320,150,31.16,1023.16,32.52,91331,air,0_1_111,5769.0,0
8646,1,112,0,320,150,31.18,1023.16,32.49,97338,air,0_1_112,0.0,0
8654,1,112,1,100,150,31.2,1023.16,32.44,7109568,air,0_1_112,7012230.0,0
8663,1,112,2,100,150,31.17,1023.16,32.48,6251049,air,0_1_112,-858519.0,0
8671,1,112,3,100,150,31.14,1023.17,32.48,5634113,air,0_1_112,-616936.0,0
8679,1,112,4,200,150,31.11,1023.15,32.55,433073,air,0_1_112,-5201040.0,0
8687,1,112,5,200,150,31.11,1023.15,32.52,408946,air,0_1_112,-24127.0,0
8695,1,112,6,200,150,31.12,1023.15,32.51,377930,air,0_1_112,-31016.0,0
8703,1,112,7,320,150,31.13,1023.15,32.52,75427,air,0_1_112,-302503.0,0
8711,1,112,8,320,150,31.15,1023.15,32.52,84965,air,0_1_112,9538.0,0
8719,1,112,9,320,150,31.17,1023.16,32.42,91822,air,0_1_112,6857.0,0
8727,1,113,0,320,150,31.19,1023.17,32.48,97617,air,0_1_113,0.0,0
8736,1,113,1,100,150,31.21,1023.17,32.5,7036290,air,0_1_113,6938673.0,0
8745,1,113,2,100,150,31.19,1023.17,32.47,6124860,air,0_1_113,-911430.0,0
8753,1,113,3,100,150,31.15,1023.17,32.51,5639931,air,0_1_113,-484929.0,0
8760,1,113,4,200,150,31.13,1023.16,32.48,432524,air,0_1_113,-5207407.0,0
8768,1,113,5,200,150,31.13,1023.16,32.43,400548,air,0_1_113,-31976.0,0
8776,1,113,6,200,150,31.13,1023.16,32.55,377303,air,0_1_113,-23245.0,0
8784,1,113,7,320,150,31.14,1023.16,32.36,76236,air,0_1_113,-301067.0,0
8791,1,113,8,320,150,31.16,1023.17,32.52,85220,air,0_1_113,8984.0,0
8799,1,113,9,320,150,31.19,1023.17,32.28,91429,air,0_1_113,6209.0,0
8807,1,114,0,320,150,31.21,1023.16,32.6,97785,air,0_1_114,0.0,0
8815,1,114,1,100,150,31.22,1023.17,32.4,7104944,air,0_1_114,7007159.0,0
8822,1,114,2,100,150,31.2,1023.16,32.42,6219017,air,0_1_114,-885927.0,0
8830,1,114,3,100,150,31.17,1023.16,32.49,5814053,air,0_1_114,-404964.0,0
8838,1,114,4,200,150,31.14,1023.15,32.51,430071,air,0_1_114,-5383982.0,0
8846,1,114,5,200,150,31.14,1023.15,32.49,402200,air,0_1_114,-27871.0,0
8854,1,114,6,200,150,31.14,1023.16,32.48,383880,air,0_1_114,-18320.0,0
8862,1,114,7,320,150,31.15,1023.16,32.43,75829,air,0_1_114,-308051.0,0
8869,1,114,8,320,150,31.18,1023.16,32.52,85733,air,0_1_114,9904.0,0
8877,1,114,9,320,150,31.2,1023.17,32.46,91723,air,0_1_114,5990.0,0
8883,1,115,0,320,150,31.22,1023.17,32.44,97729,air,0_1_115,0.0,0
8892,1,115,1,100,150,31.24,1023.17,32.42,7031760,air,0_1_115,6934031.0,0
8899,1,115,2,100,150,31.21,1023.16,32.3,6233213,air,0_1_115,-798547.0,0
8906,1,115,3,100,150,31.18,1023.16,32.48,5645762,air,0_1_115,-587451.0,0
8915,1,115,4,200,150,31.15,1023.16,32.44,431703,air,0_1_115,-5214059.0,0
8924,1,115,5,200,150,31.15,1023.17,32.48,402200,air,0_1_115,-29503.0,0
8932,1,115,6,200,150,31.16,1023.17,32.59,380882,air,0_1_115,-21318.0,0
8940,1,115,7,320,150,31.17,1023.17,32.46,75561,air,0_1_115,-305321.0,0
8948,1,115,8,320,150,31.19,1023.18,32.47,85562,air,0_1_115,10001.0,0
8956,1,115,9,320,150,31.21,1023.18,32.41,91527,air,0_1_115,5965.0,0
9355,1,121,0,320,150,31.29,1023.18,32.37,97062,air,0_1_121,0.0,0
9361,1,121,1,100,150,31.31,1023.18,32.29,7156148,air,0_1_121,7059086.0,0
9369,1,121,2,100,150,31.28,1023.18,32.3,6183809,air,0_1_121,-972339.0,0
9377,1,121,3,100,150,31.25,1023.18,32.27,5651604,air,0_1_121,-532205.0,0
9385,1,121,4,200,150,31.22,1023.18,32.31,429530,air,0_1_121,-5222074.0,0
9393,1,121,5,200,150,31.22,1023.19,32.33,402912,air,0_1_121,-26618.0,0
9401,1,121,6,200,150,31.23,1023.18,32.53,380033,air,0_1_121,-22879.0,0
9409,1,121,7,320,150,31.24,1023.18,32.3,75695,air,0_1_121,-304338.0,0
9415,1,121,8,320,150,31.26,1023.18,32.35,85220,air,0_1_121,9525.0,0
9423,1,121,9,320,150,31.28,1023.18,32.34,91527,air,0_1_121,6307.0,0
9431,1,122,0,320,150,31.3,1023.19,32.23,97117,air,0_1_122,0.0,0
9439,1,122,1,100,150,31.32,1023.19,32.28,7022718,air,0_1_122,6925601.0,0
9446,1,122,2,100,150,31.29,1023.2,32.26,6211943,air,0_1_122,-810775.0,0
9453,1,122,3,100,150,31.26,1023.19,32.29,5634113,air,0_1_122,-577830.0,0
9462,1,122,4,200,150,31.23,1023.19,32.3,431158,air,0_1_122,-5202955.0,0
9470,1,122,5,200,150,31.23,1023.19,32.34,404104,air,0_1_122,-27054.0,0
9477,1,122,6,200,150,31.24,1023.19,32.36,381733,air,0_1_122,-22371.0,0
9486,1,122,7,320,150,31.25,1023.19,32.32,75695,air,0_1_122,-306038.0,0
9494,1,122,8,320,150,31.27,1023.18,32.34,84544,air,0_1_122,8849.0,0
9502,1,122,9,320,150,31.29,1023.17,32.22,91822,air,0_1_122,7278.0,0
9510,1,123,0,320,150,31.31,1023.18,32.28,97450,air,0_1_123,0.0,0
9518,1,123,1,100,150,31.33,1023.17,32.3,7142110,air,0_1_123,7044660.0,0
9526,1,123,2,100,150,31.3,1023.16,32.31,6197844,air,0_1_123,-944266.0,0
9534,1,123,3,100,150,31.27,1023.17,32.22,5616730,air,0_1_123,-581114.0,0
9542,1,123,4,200,150,31.24,1023.18,32.23,431158,air,0_1_123,-5185572.0,0
9550,1,123,5,200,150,31.25,1023.19,32.22,401254,air,0_1_123,-29904.0,0
9558,1,123,6,200,150,31.25,1023.2,32.31,378979,air,0_1_123,-22275.0,0
9565,1,123,7,320,150,31.26,1023.2,32.3,75161,air,0_1_123,-303818.0,0
9573,1,123,8,320,150,31.28,1023.19,32.22,85305,air,0_1_123,10144.0,0
9581,1,123,9,320,150,31.3,1023.19,32.32,91625,air,0_1_123,6320.0,0
9587,1,124,0,320,150,31.32,1023.19,32.26,97228,air,0_1_124,0.0,0
9595,1,124,1,100,150,31.34,1023.18,32.24,7059027,air,0_1_124,6961799.0,0
9602,1,124,2,100,150,31.31,1023.18,32.14,6243903,air,0_1_124,-815124.0,0
9610,1,124,3,100,150,31.28,1023.19,32.37,5610959,air,0_1_124,-632944.0,0
9617,1,124,4,200,150,31.26,1023.18,32.52,429801,air,0_1_124,-5181158.0,0
9624,1,124,5,200,150,31.26,1023.19,32.27,401726,air,0_1_124,-28075.0,0
9633,1,124,6,200,150,31.26,1023.19,32.28,381307,air,0_1_124,-20419.0,0
9642,1,124,7,320,150,31.27,1023.19,32.16,75695,air,0_1_124,-305612.0,0
9649,1,124,8,320,150,31.29,1023.2,32.34,85220,air,0_1_124,9525.0,0
9657,1,124,9,320,150,31.31,1023.2,32.24,91527,air,0_1_124,6307.0,0
9743,1,126,0,320,150,31.34,1023.17,32.21,97172,air,0_1_126,0.0,0
9751,1,126,1,100,150,31.36,1023.18,32.18,7040825,air,0_1_126,6943653.0,0
9759,1,126,2,100,150,31.33,1023.18,32.09,6229658,air,0_1_126,-811167.0,0
9767,1,126,3,100,150,31.3,1023.18,32.19,5692843,air,0_1_126,-536815.0,0
9775,1,126,4,200,150,31.28,1023.18,32.24,431703,air,0_1_126,-5261140.0,0
9783,1,126,5,200,150,31.28,1023.18,32.21,402912,air,0_1_126,-28791.0,0
9791,1,126,6,200,150,31.29,1023.19,32.22,380669,air,0_1_126,-22243.0,0
9797,1,126,7,320,150,31.29,1023.19,32.25,75762,air,0_1_126,-304907.0,0
9803,1,126,8,320,150,31.31,1023.2,32.24,85050,air,0_1_126,9288.0,0
9810,1,126,9,320,150,31.33,1023.19,32.23,91233,air,0_1_126,6183.0,0
9972,1,129,0,320,150,31.37,1023.19,32.12,97561,air,0_1_129,0.0,0
9980,1,129,1,100,150,31.39,1023.19,32.2,7068162,air,0_1_129,6970601.0,0
9988,1,129,2,100,150,31.36,1023.19,32.03,6229658,air,0_1_129,-838504.0,0
9996,1,129,3,100,150,31.33,1023.18,32.16,5669204,air,0_1_129,-560454.0,0
10005,1,129,4,200,150,31.31,1023.18,32.17,428990,air,0_1_129,-5240214.0,0
10013,1,129,5,200,150,31.31,1023.18,32.25,404344,air,0_1_129,-24646.0,0
10021,1,129,6,200,150,31.31,1023.19,32.27,377512,air,0_1_129,-26832.0,0
10029,1,129,7,320,150,31.32,1023.2,32.14,75762,air,0_1_129,-301750.0,0
10036,1,129,8,320,150,31.34,1023.2,32.19,85305,air,0_1_129,9543.0,0
10044,1,129,9,320,150,31.36,1023.2,32.17,91625,air,0_1_129,6320.0,0
969,1,13,0,320,150,26.49,1022.81,40.74,83715,air,0_1_13,0.0,0
976,1,13,1,100,150,26.51,1022.82,40.68,5290281,air,0_1_13,5206566.0,0
984,1,13,2,100,150,26.5,1022.81,40.66,4634795,air,0_1_13,-655486.0,0
992,1,13,3,100,150,26.48,1022.81,40.68,4209661,air,0_1_13,-425134.0,0
1001,1,13,4,200,150,26.46,1022.81,40.63,378139,air,0_1_13,-3831522.0,0
1008,1,13,5,200,150,26.47,1022.82,40.57,341561,air,0_1_13,-36578.0,0
1016,1,13,6,200,150,26.48,1022.82,40.66,330323,air,0_1_13,-11238.0,0
1024,1,13,7,320,150,26.5,1022.82,40.6,68910,air,0_1_13,-261413.0,0
1032,1,13,8,320,150,26.53,1022.82,40.87,76372,air,0_1_13,7462.0,0
1041,1,13,9,320,150,26.56,1022.83,40.6,81711,air,0_1_13,5339.0,0
1128,1,15,0,320,150,26.71,1022.83,40.39,86692,air,0_1_15,0.0,0
1136,1,15,1,100,150,26.73,1022.84,40.14,5752809,air,0_1_15,5666117.0,0
1144,1,15,2,100,150,26.72,1022.84,40.23,4870393,air,0_1_15,-882416.0,0
1152,1,15,3,100,150,26.7,1022.84,40.28,4553641,air,0_1_15,-316752.0,0
1160,1,15,4,200,150,26.68,1022.83,40.2,384096,air,0_1_15,-4169545.0,0
1168,1,15,5,200,150,26.69,1022.83,40.22,356546,air,0_1_15,-27550.0,0
1176,1,15,6,200,150,26.71,1022.85,40.2,342246,air,0_1_15,-14300.0,0
1183,1,15,7,320,150,26.72,1022.85,40.19,70562,air,0_1_15,-271684.0,0
1189,1,15,8,320,150,26.75,1022.86,40.16,78335,air,0_1_15,7773.0,0
1197,1,15,9,320,150,26.78,1022.86,40.11,83879,air,0_1_15,5544.0,0
1354,1,18,0,320,150,27.02,1022.87,39.69,89888,air,0_1_18,0.0,0
1361,1,18,1,100,150,27.05,1022.86,39.65,6063657,air,0_1_18,5973769.0,0
1369,1,18,2,100,150,27.03,1022.86,39.57,5145729,air,0_1_18,-917928.0,0
1377,1,18,3,100,150,27.01,1022.86,39.61,4735260,air,0_1_18,-410469.0,0
1385,1,18,4,200,150,26.99,1022.85,39.6,396592,air,0_1_18,-4338668.0,0
1393,1,18,5,200,150,27.0,1022.86,39.61,375229,air,0_1_18,-21363.0,0
1401,1,18,6,200,150,27.02,1022.86,39.59,348893,air,0_1_18,-26336.0,0
1409,1,18,7,320,150,27.04,1022.86,39.58,72727,air,0_1_18,-276166.0,0
1417,1,18,8,320,150,27.06,1022.86,39.49,80859,air,0_1_18,8132.0,0
1426,1,18,9,320,150,27.09,1022.86,39.6,86604,air,0_1_18,5745.0,0
1662,1,22,0,320,150,27.42,1022.9,38.93,91822,air,0_1_22,0.0,0
1670,1,22,1,100,150,27.45,1022.89,38.87,6356547,air,0_1_22,6264725.0,0
1678,1,22,2,100,150,27.44,1022.9,38.93,5405477,air,0_1_22,-951070.0,0
1685,1,22,3,100,150,27.41,1022.9,38.84,4954340,air,0_1_22,-451137.0,0
1693,1,22,4,200,150,27.4,1022.9,38.85,411410,air,0_1_22,-4542930.0,0
1700,1,22,5,200,150,27.41,1022.91,38.89,386051,air,0_1_22,-25359.0,0
1709,1,22,6,200,150,27.42,1022.91,38.96,358795,air,0_1_22,-27256.0,0
1717,1,22,7,320,150,27.43,1022.9,38.83,74181,air,0_1_22,-284614.0,0
1725,1,22,8,320,150,27.46,1022.9,38.82,82421,air,0_1_22,8240.0,0
1733,1,22,9,320,150,27.49,1022.89,38.77,88398,air,0_1_22,5977.0,0
1742,1,23,0,320,150,27.52,1022.88,38.75,92419,air,0_1_23,0.0,0
1750,1,23,1,100,150,27.54,1022.88,38.53,6405004,air,0_1_23,6312585.0,0
1758,1,23,2,100,150,27.53,1022.89,38.6,5497987,air,0_1_23,-907017.0,0
1766,1,23,3,100,150,27.51,1022.89,38.67,4981454,air,0_1_23,-516533.0,0
1773,1,23,4,200,150,27.49,1022.89,38.89,413153,air,0_1_23,-4568301.0,0
1781,1,23,5,200,150,27.49,1022.89,38.68,387365,air,0_1_23,-25788.0,0
1789,1,23,6,200,150,27.51,1022.88,38.67,359172,air,0_1_23,-28193.0,0
1797,1,23,7,320,150,27.52,1022.87,38.65,74701,air,0_1_23,-284471.0,0
1805,1,23,8,320,150,27.56,1022.88,38.64,83063,air,0_1_23,8362.0,0
1812,1,23,9,320,150,27.59,1022.88,38.63,89699,air,0_1_23,6636.0,0
1819,1,24,0,320,150,27.61,1022.88,38.59,94222,air,0_1_24,0.0,0
1827,1,24,1,100,150,27.64,1022.88,38.54,6423839,air,0_1_24,6329617.0,0
1836,1,24,2,100,150,27.62,1022.88,38.53,5497987,air,0_1_24,-925852.0,0
1843,1,24,3,100,150,27.6,1022.88,38.45,5036582,air,0_1_24,-461405.0,0
1851,1,24,4,200,150,27.58,1022.87,38.48,411162,air,0_1_24,-4625420.0,0
1860,1,24,5,200,150,27.59,1022.87,38.5,392488,air,0_1_24,-18674.0,0
1868,1,24,6,200,150,27.6,1022.87,38.44,362221,air,0_1_24,-30267.0,0
1875,1,24,7,320,150,27.62,1022.87,38.47,74440,air,0_1_24,-287781.0,0
1883,1,24,8,320,150,27.65,1022.87,38.48,83962,air,0_1_24,9522.0,0
1891,1,24,9,320,150,27.68,1022.88,38.45,88858,air,0_1_24,4896.0,0
1900,1,25,0,320,150,27.7,1022.89,38.35,94850,air,0_1_25,0.0,0
1908,1,25,1,100,150,27.73,1022.88,38.38,6450394,air,0_1_25,6355544.0,0
1915,1,25,2,100,150,27.71,1022.88,38.24,5537006,air,0_1_25,-913388.0,0
1923,1,25,3,100,150,27.69,1022.88,38.34,5097698,air,0_1_25,-439308.0,0
1931,1,25,4,200,150,27.67,1022.87,38.33,418728,air,0_1_25,-4678970.0,0
1939,1,25,5,200,150,27.68,1022.87,38.19,389798,air,0_1_25,-28930.0,0
1947,1,25,6,200,150,27.7,1022.87,38.33,364154,air,0_1_25,-25644.0,0
1955,1,25,7,320,150,27.71,1022.88,38.2,75095,air,0_1_25,-289059.0,0
1962,1,25,8,320,150,27.74,1022.88,38.3,84712,air,0_1_25,9617.0,0
1970,1,25,9,320,150,27.77,1022.87,38.34,89230,air,0_1_25,4518.0,0
2209,1,29,0,320,150,28.06,1022.92,37.74,96295,air,0_1_29,0.0,0
2216,1,29,1,100,150,28.08,1022.91,37.73,6687347,air,0_1_29,6591052.0,0
2223,1,29,2,100,150,28.06,1022.92,37.71,5704736,air,0_1_29,-982611.0,0
2231,1,29,3,100,150,28.04,1022.92,37.66,5342028,air,0_1_29,-362708.0,0
2238,1,29,4,200,150,28.02,1022.92,37.7,419500,air,0_1_29,-4922528.0,0
2244,1,29,5,200,150,28.03,1022.91,37.74,393846,air,0_1_29,-25654.0,0
2251,1,29,6,200,150,28.04,1022.92,37.72,366107,air,0_1_29,-27739.0,0
2259,1,29,7,320,150,28.06,1022.92,37.7,75427,air,0_1_29,-290680.0,0
2266,1,29,8,320,150,28.08,1022.92,37.64,85050,air,0_1_29,9623.0,0
2275,1,29,9,320,150,28.11,1022.92,37.59,90459,air,0_1_29,5409.0,0
2361,1,31,0,320,150,28.22,1022.93,37.52,96677,air,0_1_31,0.0,0
2370,1,31,1,100,150,28.25,1022.93,37.44,6707882,air,0_1_31,6611205.0,0
2378,1,31,2,100,150,28.23,1022.93,37.4,5807870,air,0_1_31,-900012.0,0
2386,1,31,3,100,150,28.21,1022.93,37.44,5269862,air,0_1_31,-538008.0,0
2393,1,31,4,200,150,28.19,1022.91,37.44,432798,air,0_1_31,-4837064.0,0
2401,1,31,5,200,150,28.19,1022.92,37.42,395672,air,0_1_31,-37126.0,0
2409,1,31,6,200,150,28.21,1022.93,37.34,366107,air,0_1_31,-29565.0,0
2416,1,31,7,320,150,28.22,1022.93,37.31,76854,air,0_1_31,-289253.0,0
2424,1,31,8,320,150,28.25,1022.94,37.4,84881,air,0_1_31,8027.0,0
2432,1,31,9,320,150,28.28,1022.94,37.35,91625,air,0_1_31,6744.0,0
2441,1,32,0,320,150,28.3,1022.93,37.37,97117,air,0_1_32,0.0,0
2449,1,32,1,100,150,28.33,1022.93,37.3,6872483,air,0_1_32,6775366.0,0
2458,1,32,2,100,150,28.31,1022.94,37.27,5838917,air,0_1_32,-1033566.0,0
2466,1,32,3,100,150,28.29,1022.93,37.36,5405477,air,0_1_32,-433440.0,0
2474,1,32,4,200,150,28.27,1022.93,37.3,429801,air,0_1_32,-4975676.0,0
2482,1,32,5,200,150,28.27,1022.93,37.27,397979,air,0_1_32,-31822.0,0
2489,1,32,6,200,150,28.29,1022.93,37.23,378139,air,0_1_32,-19840.0,0
2497,1,32,7,320,150,28.3,1022.94,37.11,76441,air,0_1_32,-301698.0,0
2505,1,32,8,320,150,28.33,1022.92,37.24,85390,air,0_1_32,8949.0,0
2513,1,32,9,320,150,28.36,1022.92,37.28,92020,air,0_1_32,6630.0,0
2675,1,35,0,320,150,28.53,1022.93,36.85,97505,air,0_1_35,0.0,0
2683,1,35,1,100,150,28.56,1022.94,36.91,6829513,air,0_1_35,6732008.0,0
2691,1,35,2,100,150,28.54,1022.93,36.88,6180310,air,0_1_35,-649203.0,0
2697,1,35,3,100,150,28.52,1022.92,36.84,5389474,air,0_1_35,-790836.0,0
2704,1,35,4,200,150,28.49,1022.92,36.78,424192,air,0_1_35,-4965282.0,0
2713,1,35,5,200,150,28.5,1022.93,36.91,398909,air,0_1_35,-25283.0,0
2720,1,35,6,200,150,28.51,1022.93,36.9,379400,air,0_1_35,-19509.0,0
2728,1,35,7,320,150,28.52,1022.93,36.83,76236,air,0_1_35,-303164.0,0
2738,1,35,8,320,150,28.55,1022.93,36.85,85647,air,0_1_35,9411.0,0
2746,1,35,9,320,150,28.58,1022.93,36.7,92219,air,0_1_35,6572.0,0
2835,1,37,0,320,150,28.68,1022.94,36.67,97841,air,0_1_37,0.0,0
2843,1,37,1,100,150,28.7,1022.95,36.64,6933559,air,0_1_37,6835718.0,0
2851,1,37,2,100,150,28.68,1022.95,36.71,5895646,air,0_1_37,-1037913.0,0
2858,1,37,3,100,150,28.66,1022.94,36.49,5454062,air,0_1_37,-441584.0,0
2865,1,37,4,200,150,28.64,1022.93,36.62,428183,air,0_1_37,-5025879.0,0
2872,1,37,5,200,150,28.64,1022.93,36.56,400078,air,0_1_37,-28105.0,0
2880,1,37,6,200,150,28.65,1022.93,36.59,379611,air,0_1_37,-20467.0,0
2888,1,37,7,320,150,28.67,1022.93,36.61,77062,air,0_1_37,-302549.0,0
2895,1,37,8,320,150,28.69,1022.93,36.61,85562,air,0_1_37,8500.0,0
2903,1,37,9,320,150,28.72,1022.93,36.54,91625,air,0_1_37,6063.0,0
